U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
847.285,NaN,716.581,680.498,716.43,661.499,800.508,713.881,645.398,593.291,776.993,607.972,963.996,823.462,734.264,765.142,792.438,769.366,678.055,780.182,629.474,684.32,614.179,645.614,573.792,793.976,677.605,648.265,688.761,707.594,821.061,740.505,709.465,494.888,495.659,525.675,568.65,517.488,719.101,701.571,850.459,NaN,629.781,652.183,963.02,766.831,705.646,775.743,667.222,672.958,838.655,663.671,879.253,593.675,616.875,616.026,766.05,772.71,685.172,708.579,782.786,637.121,661.327,648.079,644.742,822.139,784.908,628.563,777.701,583.682,590.863,714.825,640.323,503.505,558.149,691.923,615.726,514.698,734.342,701.324
847.371,NaN,716.845,680.664,717.184,661.656,800.724,714.121,645.586,593.452,777.284,608.128,964.336,824.361,734.528,765.53,792.504,770.281,678.215,780.646,629.577,684.983,614.589,645.766,573.99,794.073,677.839,648.38,689.021,708.219,821.568,740.669,711.21,495.076,496.089,525.772,568.758,517.507,719.765,701.661,850.753,NaN,629.963,652.24,963.401,767.325,705.721,775.846,667.52,673.31,838.755,663.877,879.338,594.288,617.261,616.35,766.343,773.026,685.238,709.003,782.892,637.403,661.766,648.274,645.267,822.247,785.095,628.907,777.819,584.031,590.988,714.939,640.366,503.705,558.313,692.93,615.863,514.752,734.507,701.342
847.514,NaN,717.138,680.943,717.455,661.873,800.872,714.419,645.785,593.619,777.617,608.399,964.647,824.941,734.645,765.616,792.672,770.806,678.58,780.729,629.691,685.445,614.854,646.053,573.99,794.779,678.05,648.535,689.574,708.412,821.662,740.915,711.317,495.2,496.202,525.995,568.966,517.596,720.246,701.897,850.855,NaN,630.151,652.496,963.713,767.583,706.579,776.201,667.719,673.443,839.259,664.023,879.767,594.513,617.824,616.713,766.7,773.977,685.412,709.062,783.102,637.615,661.997,648.349,645.462,823.787,785.86,629.096,777.997,584.126,591.114,715.22,641.323,503.738,558.373,693.001,616.313,514.934,734.619,701.552
847.764,NaN,717.223,681.143,717.777,662.525,801.011,714.481,646.022,594.003,778.073,608.693,964.794,825.017,734.813,766.126,792.779,771.285,678.798,780.864,630.256,686.155,615.043,646.207,574.314,795.077,678.655,648.739,689.926,708.551,822.048,741.27,711.663,495.236,496.254,526.193,569.155,517.639,720.463,702.042,850.969,NaN,630.632,652.623,964.283,767.948,707.098,776.31,667.841,673.867,839.646,665.007,880.135,594.728,618.006,616.801,766.997,773.977,685.602,709.242,783.272,637.9,662.241,648.446,645.562,823.887,786.262,629.25,778.152,584.652,591.831,715.388,641.476,503.904,558.504,693.035,616.386,515.001,734.679,701.883
847.912,NaN,717.745,681.302,717.971,662.732,801.172,714.739,646.208,594.214,778.806,609.688,965.17,825.422,735.968,766.521,794.201,771.688,678.912,781.103,630.555,686.245,615.111,646.376,574.462,795.57,679.058,648.933,690.635,708.782,822.219,741.302,711.735,495.364,496.475,526.215,569.245,517.667,720.688,702.599,851.196,NaN,630.902,652.765,964.445,768.436,707.509,776.543,668.58,674.032,839.869,665.289,880.293,594.82,618.073,617.178,767.231,774.198,685.85,709.345,783.368,638.096,662.487,648.617,645.701,824.318,786.488,629.309,778.335,585.167,592.153,716.086,641.765,504.119,558.797,693.562,616.607,515.233,734.78,702.626
848.286,NaN,717.977,681.45,718.362,662.835,801.494,715.065,646.299,594.47,779.496,609.927,965.616,825.84,736.204,766.81,794.359,772.258,679.09,781.167,631.007,686.6,615.351,647.166,574.774,795.755,679.203,649.05,691.42,708.888,822.259,741.675,711.799,495.948,496.721,526.272,569.351,517.799,720.867,702.657,851.505,NaN,631.281,652.865,964.881,768.553,708.602,777.106,668.693,674.415,840.115,665.712,881.228,594.955,618.968,617.404,767.311,774.344,685.997,709.63,783.497,638.31,662.826,648.834,646.588,824.896,787.115,629.539,778.783,585.317,592.523,716.203,641.875,504.182,558.967,693.672,616.837,515.617,734.933,703.392
848.379,NaN,718.196,681.716,718.744,663.069,801.953,715.536,647.083,594.696,779.982,610.27,966.141,826.051,736.446,767.009,794.564,772.343,679.209,781.855,632.084,687.047,615.619,647.42,575.395,796.009,679.64,649.225,691.533,709.211,822.591,742.07,711.873,495.979,497.284,526.418,569.419,518.144,720.912,703.063,851.581,NaN,631.488,653.484,965.24,768.965,709.331,777.475,668.936,674.679,840.251,665.828,881.504,595.175,619.494,617.489,767.467,774.866,686.114,710.056,783.627,638.511,663.099,649.042,646.722,825.914,787.356,629.791,779.062,585.664,592.611,716.786,642.115,504.284,559.269,693.795,617.062,515.689,735.569,704.63
848.997,NaN,718.74,682.913,719.313,663.665,802.089,715.809,647.363,594.774,780.21,610.676,966.303,826.385,736.528,767.169,794.796,772.639,679.492,783.057,632.294,687.121,615.863,647.677,575.753,796.215,679.839,649.393,691.942,709.43,822.654,742.256,712.325,496.278,497.389,526.805,569.531,518.2,720.944,704.365,851.642,NaN,632.143,653.755,966.479,769.213,709.68,778.114,669.31,675.449,840.746,665.96,881.766,595.518,619.621,617.567,767.662,775.192,686.218,710.208,784,639.386,663.195,649.163,646.799,826.226,787.453,629.999,779.374,585.857,593.158,717.125,642.585,504.374,559.599,693.841,617.258,515.772,736.008,704.967
849.117,NaN,718.932,683.44,719.76,663.793,802.725,716.024,647.525,594.887,780.969,610.823,967.302,826.486,737.028,768.119,795.114,773.205,680.427,783.457,632.372,687.422,616.454,647.716,575.984,796.437,680.325,649.759,692.129,710.142,823.017,742.374,713.121,496.463,497.463,526.878,569.631,518.672,721.185,704.71,852.436,NaN,632.503,654.296,966.6,769.584,709.86,778.724,669.509,675.843,840.854,666.089,882.092,595.706,619.865,618.101,767.87,775.727,686.436,710.358,784.444,639.652,663.357,649.597,647.21,826.311,787.905,630.16,780.829,586.09,593.335,717.436,642.644,504.857,559.896,694.02,617.321,515.87,736.255,705.072
849.24,NaN,719.824,683.861,719.972,664.123,803.265,716.264,647.875,595.022,781.227,610.978,967.42,826.663,737.163,768.422,796.096,773.643,680.715,783.992,632.502,687.517,616.521,647.828,576.182,796.72,680.404,649.869,692.975,710.42,823.338,742.561,713.527,496.698,497.781,526.897,569.835,519.15,721.432,705.091,852.665,NaN,632.827,654.715,966.821,769.733,710.003,779.117,669.755,676.021,841.021,666.551,882.259,596.022,620.578,618.427,767.962,776.245,686.705,710.494,784.543,639.832,663.571,649.706,647.515,826.733,788.176,630.375,781.271,586.206,593.408,717.839,643.226,504.87,560.121,694.086,617.639,515.941,736.595,705.183
849.347,NaN,720.025,684.082,720.258,664.636,803.399,716.477,648.175,595.259,781.536,611.29,968.198,826.866,737.242,768.75,796.597,773.816,680.935,783.992,632.708,688.223,616.765,647.974,576.414,796.91,680.629,650.541,693.2,710.685,824.196,742.773,713.664,496.784,497.901,527.118,570.032,519.292,722.156,705.7,853.13,NaN,632.913,655.611,966.985,770.04,710.351,779.252,669.952,676.179,841.301,666.836,883.492,596.391,620.825,619.671,768.067,777.227,686.824,710.744,784.791,640.724,664.276,649.962,647.635,827.07,788.448,630.508,781.708,586.379,593.796,717.879,643.41,504.963,560.15,694.154,617.752,515.995,737.118,705.227
849.844,NaN,720.327,684.226,720.468,664.916,804.256,716.687,648.508,595.488,782.191,611.561,968.605,827.32,737.518,768.938,797.109,773.984,681.33,784.791,632.779,688.491,617.056,648.393,576.531,797.041,680.926,650.654,693.38,710.861,824.239,742.904,713.818,497.016,498.368,527.349,570.283,519.428,722.693,705.756,853.449,NaN,633.221,656.008,967.389,770.252,710.498,779.461,670.238,676.371,841.469,667.106,883.637,596.622,621.117,619.847,768.682,777.397,687.247,710.993,784.981,640.935,664.704,650.157,647.75,827.144,788.887,630.751,781.815,586.537,594.052,718.061,643.476,505.089,560.31,694.231,617.958,517.288,737.221,705.388
850.36,NaN,720.67,684.397,720.887,665.096,804.418,717.005,648.584,595.615,782.329,611.735,968.936,827.451,737.927,769.477,797.275,774.272,681.79,785.286,633.182,688.638,617.181,648.52,576.78,797.2,681.319,650.849,694.317,711.022,824.438,742.971,713.914,497.057,498.553,527.377,570.76,519.57,723.181,706.218,853.532,NaN,634.01,656.144,967.708,770.767,710.662,779.839,670.481,676.614,841.7,668.279,883.937,596.767,621.236,620.045,769.283,777.512,687.552,711.276,785.091,641.269,664.943,650.62,648.485,828.441,789.211,630.883,782.122,586.777,594.203,718.125,643.694,505.247,560.643,694.412,618.144,517.424,737.765,705.545
850.635,NaN,720.951,684.543,721.115,665.433,805.393,717.159,648.69,595.819,782.779,611.945,969.172,827.6,738.371,769.717,797.466,774.362,681.924,785.559,633.353,688.801,617.532,648.592,577.688,797.909,681.914,651.184,694.531,711.19,824.655,743.051,714.167,497.386,498.879,527.496,570.88,519.794,723.428,706.293,854.441,NaN,634.286,656.726,968.054,771.661,710.893,779.996,670.673,676.914,841.859,668.635,884.862,596.906,621.886,620.459,769.436,777.717,688.033,711.607,785.243,641.603,665.294,650.714,648.618,829.15,789.399,631.279,782.36,587.028,594.248,718.528,643.8,505.337,560.797,694.652,618.475,517.601,737.819,705.686
850.768,NaN,722.055,684.703,721.438,665.533,805.587,717.321,648.903,595.904,783.032,612.01,969.883,828.389,738.544,769.881,797.591,774.731,682.403,785.783,633.704,689.116,617.79,648.797,577.94,798.237,682.392,651.572,694.819,711.394,825.276,743.24,714.337,497.857,499.728,527.558,571.33,520.189,723.492,706.803,854.849,NaN,634.645,656.876,968.858,772.001,711.141,780.256,670.99,677.113,842.031,668.817,884.973,597.197,621.982,620.614,769.869,778.537,688.384,711.82,785.581,641.949,665.761,651.291,648.985,829.82,789.491,631.607,783.094,587.255,594.481,718.679,643.831,505.552,561.211,694.888,618.567,517.982,738.398,705.73
851.056,NaN,722.428,684.859,722.687,666.35,806.187,717.549,649,596.135,783.318,612.095,970.533,828.677,739.054,770.06,797.881,775.149,683.385,786.145,634.081,689.495,617.885,648.876,578.084,798.411,682.949,651.95,695.2,711.971,825.366,743.6,714.447,497.943,499.841,527.614,571.963,520.491,723.529,706.97,855.927,NaN,634.933,657.08,969.515,772.172,711.262,780.614,671.172,677.449,842.361,669.016,885.822,597.291,622.085,621.159,770.465,779.073,688.588,712.053,785.776,642.045,666.013,651.564,649.766,830.243,789.845,631.799,783.812,587.348,594.904,719.129,644.132,505.691,561.485,695.076,619.878,518.068,738.73,706.21
851.425,NaN,722.702,685.059,722.978,666.591,806.379,717.733,649.617,596.372,783.497,612.798,970.639,829.162,739.629,770.266,798.064,775.413,683.747,786.275,634.34,690.608,618.013,649.03,578.445,798.656,683.592,652.143,695.346,712.139,825.672,743.968,715.077,497.986,499.877,527.863,572.63,520.556,723.638,707.201,856.202,NaN,635.121,657.614,969.63,772.447,711.422,780.988,671.351,677.728,842.809,669.11,885.98,597.576,622.565,621.902,770.918,779.76,689.039,712.412,786.009,642.169,666.293,651.665,650,830.376,790.48,632.295,784.03,587.609,595.186,719.55,644.236,505.759,562.003,695.146,620.737,518.451,739.26,707.071
852.891,NaN,723.527,685.42,723.096,666.808,807.939,718.133,650.013,596.443,783.727,612.924,970.883,829.933,739.885,770.713,798.287,775.633,683.916,786.625,634.608,691.127,618.69,649.405,578.719,799.018,683.835,652.44,695.683,712.832,825.895,744.149,715.447,498.08,500.138,528.789,572.997,520.739,723.753,707.438,856.303,NaN,635.238,658.07,969.771,772.672,711.541,781.609,671.879,677.914,842.975,669.628,886.294,598.036,622.624,622.076,771.742,779.992,689.485,712.556,787.117,642.227,666.494,651.801,650.237,830.903,791.408,632.492,784.415,587.968,595.304,719.686,644.275,506.156,562.364,695.341,621.584,518.498,740.207,707.188
853.284,NaN,723.681,685.928,723.436,666.979,808.179,718.731,650.316,596.689,784.352,613.116,971.55,830.301,740.16,771.385,798.785,776.166,684.08,786.873,634.816,691.434,618.936,649.729,578.828,799.16,683.985,652.771,696.604,712.981,826.548,744.525,715.519,498.405,500.41,528.841,573.161,521.227,724.031,707.6,856.498,NaN,635.335,658.345,969.842,772.92,712.319,781.874,672.133,678.355,843.326,669.737,886.794,598.12,622.796,622.309,772.113,780.85,689.56,712.965,787.271,642.321,666.584,652.011,650.736,830.964,791.655,632.781,784.798,588.218,595.492,720.089,644.324,506.276,562.497,695.908,621.862,518.958,740.379,707.58
853.545,NaN,723.862,686.661,723.746,667.211,808.776,718.914,650.589,596.91,784.629,613.429,971.801,830.464,740.62,771.677,799.106,776.687,684.191,787.923,635.157,691.676,619.051,649.923,578.985,799.334,684.094,652.992,697.027,713.378,827.231,744.645,715.664,498.548,500.468,528.902,573.433,521.315,724.087,707.888,856.675,NaN,635.429,658.867,970.398,773.13,712.377,782.158,672.331,678.643,843.571,669.851,887.287,598.729,622.908,622.403,772.751,781.088,689.759,713.291,787.826,642.459,666.967,652.3,650.911,831.227,791.991,632.944,785.132,588.378,595.559,721.241,644.435,506.408,562.521,696.529,622.182,519.042,740.449,707.755
853.867,NaN,724.206,686.913,724.115,667.359,809.663,719.105,650.929,597.292,784.76,613.712,972.019,830.72,740.797,771.9,799.229,777.176,684.3,788.126,635.779,692.354,619.22,650.083,579.267,800.246,684.308,652.992,697.135,713.599,827.338,744.886,715.696,498.681,500.888,529.185,573.555,521.864,724.528,708.045,856.86,NaN,635.543,659.429,970.943,773.446,712.662,783.108,672.724,678.849,843.937,670.015,887.432,599.025,623.26,622.536,772.857,781.599,690.038,713.492,788.227,643.13,667.296,652.502,651.004,831.668,792.9,633.217,785.299,588.506,595.598,721.302,644.501,506.527,562.565,697.093,622.518,519.095,740.603,708.227
854.266,NaN,724.429,687.459,724.279,667.972,809.738,719.199,651.052,597.704,784.899,614.008,972.319,831.095,741.019,771.989,799.888,777.408,684.483,788.706,636.057,692.517,619.312,650.275,579.582,800.337,684.631,653.031,697.307,713.759,827.465,745.637,715.844,498.827,501.009,529.516,573.781,522.035,724.759,708.556,857.242,NaN,635.807,659.681,971.66,773.733,713.22,783.387,672.989,678.927,844.168,670.133,887.629,599.222,623.381,622.614,773.113,782.249,690.176,713.844,788.666,643.725,667.513,652.625,651.953,832.581,793.024,633.38,786.237,589.094,595.716,721.53,644.658,506.814,562.679,697.295,622.835,519.309,740.764,708.537
854.693,NaN,725.051,687.694,724.887,668.308,810.093,719.391,651.126,597.835,785.031,614.242,972.422,831.636,741.169,772.308,800.608,777.569,684.614,789.1,636.347,692.6,619.58,650.471,579.725,800.478,684.991,653.15,697.366,715.084,827.498,745.885,715.966,498.952,501.138,529.668,573.896,522.204,725.68,709.703,857.354,NaN,636.151,659.939,971.872,773.985,713.342,783.86,673.165,679.063,844.568,670.503,887.749,599.565,624.066,623.052,773.34,782.505,690.345,714.218,788.947,643.915,667.745,652.703,652.42,832.712,793.382,633.839,786.542,589.229,595.868,721.687,644.901,507.161,563.44,698.223,623.243,520.383,740.966,709.252
855.222,NaN,725.376,688.456,725.167,668.388,810.519,719.649,651.418,598.147,785.463,614.404,972.535,831.901,741.323,772.479,800.758,777.793,684.736,789.378,636.441,692.776,619.704,650.828,579.825,800.585,684.991,653.615,697.538,715.47,827.545,746.004,716.086,499.037,501.212,529.744,574.11,522.293,725.825,709.922,857.747,NaN,636.38,660.204,972.328,774.128,713.567,784.375,673.441,679.231,845.05,670.611,888.337,599.743,624.184,623.947,773.711,783.197,690.6,715.011,789.112,644.195,668.15,652.961,653.011,832.923,793.918,634.275,786.655,589.37,596.128,721.933,645.02,507.202,563.825,698.325,623.462,520.819,741.349,709.417
855.635,NaN,725.519,688.892,725.398,668.787,811.043,719.899,651.556,598.251,785.636,614.527,972.738,832.399,742.404,772.834,801.524,778.192,684.908,789.599,636.599,693.119,619.877,650.991,580.233,801.9,685.815,653.805,697.737,715.86,827.867,746.302,716.69,499.792,501.53,529.921,574.141,522.344,725.943,710.033,858.158,NaN,637.096,660.437,972.748,774.322,713.651,784.721,673.756,679.978,845.227,670.741,888.543,599.899,624.535,624.113,773.827,783.255,690.729,715.221,789.356,644.417,668.26,653.05,653.257,834.283,794.049,634.366,787.104,589.435,596.425,722.211,645.074,507.332,564.086,698.891,623.532,521.037,741.733,709.479
855.837,NaN,726.075,689.042,725.587,669.105,811.46,720.177,651.866,598.65,785.866,614.838,973.441,832.526,742.606,773.235,801.823,778.368,685.097,790.004,636.831,693.818,619.924,650.991,580.5,802.179,686.06,653.942,697.911,716.174,827.954,746.557,716.797,499.816,501.576,530.027,574.315,523.362,726.044,710.607,858.454,NaN,637.438,660.691,973.405,774.812,713.826,784.955,674.241,679.978,845.769,671.228,888.693,600.052,624.692,624.197,774.897,783.383,691.069,715.431,789.512,644.589,668.593,653.535,653.479,834.45,794.748,634.456,787.353,589.596,596.577,722.326,645.2,507.587,564.764,699.131,624.069,521.67,742.609,709.815
855.944,NaN,726.437,689.108,725.892,669.231,811.607,720.303,652.361,599.275,786.036,615.144,973.821,832.786,742.744,773.915,802.221,778.987,685.882,790.478,637.207,694.034,620.258,651.119,580.618,802.356,686.597,654.175,698.833,716.401,828.88,747.026,716.877,499.911,501.626,530.123,574.439,523.409,726.125,710.707,858.718,NaN,637.736,660.799,974.044,774.948,714.157,785.112,674.32,680.477,845.863,672.089,888.952,600.479,624.92,624.708,775.003,783.762,691.553,715.983,789.607,644.99,668.686,653.626,653.724,834.928,795.179,634.749,787.51,589.759,596.671,722.383,645.526,507.751,564.873,699.322,624.632,521.993,742.813,709.985
856.16,NaN,726.731,689.338,726.02,669.405,811.713,720.42,652.66,599.415,786.595,615.282,974.459,832.857,743.481,774.558,802.663,779.492,686.163,791.465,637.458,694.205,620.434,651.352,580.933,802.644,686.791,654.366,699.493,716.611,829.024,747.918,717.396,500.053,501.686,530.204,574.706,523.462,726.336,711.061,859.744,NaN,638.025,661.147,974.939,775.761,714.261,785.5,674.752,680.653,846.227,672.434,889.152,600.658,625.867,624.846,775.131,784.521,691.857,716.267,790.131,645.117,668.869,654.084,654.071,835.935,795.426,634.864,787.969,590.022,596.811,723.309,646.159,508.146,564.964,699.793,624.865,522.731,742.926,710.537
856.64,NaN,726.895,689.928,726.405,669.554,812.454,721.137,653.098,599.579,787.102,615.41,974.748,833.058,744.188,774.827,802.998,779.596,686.491,791.739,637.598,694.677,620.566,651.681,581.263,802.82,687.173,654.45,699.705,716.882,829.129,747.966,717.431,500.334,501.896,530.518,574.741,523.638,726.414,711.128,860.072,NaN,638.176,661.271,976.165,775.872,714.417,786.475,674.913,680.95,846.683,672.707,889.847,600.846,626.023,625.178,775.57,785.554,692.003,716.446,790.346,645.626,669.585,654.227,654.331,836.247,795.623,635.001,788.365,590.16,597.052,724.987,646.312,508.184,565.104,700.205,625.487,522.753,743.563,710.752
856.872,NaN,727.038,690.479,726.65,669.727,812.578,721.46,653.4,599.756,787.185,615.493,975.281,833.41,744.286,775.047,803.124,779.754,686.725,791.898,637.827,695.172,620.684,651.986,581.434,802.944,687.525,654.709,700.56,717.032,830.448,748.218,717.697,500.467,501.978,530.644,574.946,523.807,726.449,711.216,860.3,NaN,638.514,661.568,976.414,776.142,714.682,786.976,675.079,681.288,846.982,673.132,890.009,601.059,626.251,625.312,775.742,785.85,692.16,717.059,791,645.824,669.894,654.853,654.539,836.965,795.811,635.379,788.495,590.28,597.099,725.084,646.512,508.266,565.443,700.23,625.813,523.01,743.976,711.045
857.48,NaN,727.12,690.618,726.99,670.574,812.815,721.717,653.69,599.984,787.595,615.66,975.542,834.115,744.728,775.332,803.268,780.016,687.014,792.678,638.035,695.311,621.045,652.237,581.503,803.194,688.239,654.92,701.369,717.27,830.902,748.26,718.145,500.673,502.023,530.986,575.235,524.028,727.282,711.571,861.345,NaN,639.145,661.654,976.704,776.536,714.81,786.976,675.537,681.503,847.167,673.218,890.187,602.105,626.501,625.571,776.047,786.973,692.322,717.213,791.285,646.02,670.342,655.085,654.774,837.834,795.982,635.564,788.668,590.463,597.374,725.414,646.58,508.493,565.484,700.462,625.943,523.04,743.976,712.383
857.765,NaN,727.203,691.357,726.99,670.845,813.023,722.381,653.746,600.145,788.108,616.019,976.111,834.938,745.047,775.779,803.998,780.466,687.172,793.812,638.234,695.889,621.648,652.374,581.83,803.525,688.646,655.612,701.489,717.564,832.039,748.581,718.756,501.117,502.083,531.337,575.419,524.372,727.322,711.99,861.684,NaN,639.275,661.769,976.809,776.774,714.963,787.841,675.752,681.828,847.496,673.376,890.467,602.378,626.621,625.886,776.131,787.462,692.48,717.421,791.593,646.814,670.458,655.257,655.581,838.042,796.486,636.151,788.766,591.171,597.717,725.524,646.735,509.083,565.514,700.818,626.1,523.41,744.014,712.538
858.122,NaN,727.412,691.522,727.446,671.115,813.127,722.616,653.865,600.224,788.223,616.266,976.207,835.513,745.529,775.934,804.397,780.514,687.283,794.111,638.451,696.352,621.764,652.833,581.937,803.676,688.838,655.827,702.249,718.159,833.08,748.795,719.268,501.142,502.325,531.671,575.851,524.438,728.197,711.99,861.948,NaN,639.754,661.931,976.958,777.021,715.144,788.116,676.088,682.033,847.651,673.996,890.656,602.993,627.131,626.274,776.428,787.625,692.814,718.58,792.037,647.043,670.962,655.437,656.29,838.392,796.585,636.443,788.888,591.309,597.854,725.957,647.441,509.614,565.632,701.022,626.18,523.496,744.239,712.671
858.812,NaN,727.779,691.73,728.228,671.265,813.667,722.82,654.126,600.538,788.823,616.364,976.685,836.098,745.849,776.083,805.103,780.667,687.718,794.499,638.632,696.554,622.183,652.945,582.111,803.842,689.289,656.099,702.408,718.287,833.253,748.819,719.461,501.367,502.604,531.919,575.986,524.846,729.204,713.239,862.568,NaN,639.93,662.008,977.127,777.14,715.371,788.199,676.268,682.319,847.934,674.407,890.829,603.162,627.22,626.753,776.645,787.837,693.165,718.846,792.483,647.618,671.097,655.598,656.515,838.503,797.363,636.581,789.218,591.577,597.947,726.584,648.096,509.727,565.742,701.282,626.568,523.763,744.279,712.824
859.469,NaN,727.995,691.86,728.474,671.589,813.977,722.989,654.345,600.635,789.12,616.529,976.928,836.7,746.014,776.161,805.51,780.964,688.209,794.73,639.371,696.781,622.386,653.558,582.477,804.101,689.466,656.35,702.804,718.482,834.189,748.935,719.627,501.387,503.132,532.083,576.031,525.074,729.443,713.675,862.762,NaN,640.162,662.197,977.35,777.296,715.769,788.315,676.847,682.508,848.312,675.081,891.266,603.374,627.364,626.91,776.866,788.008,693.224,719.518,792.758,648.008,671.377,655.996,656.729,839.093,797.69,636.85,789.332,591.699,598.259,726.836,648.54,509.774,565.816,701.694,626.701,524.124,744.38,712.898
859.594,NaN,728.216,691.943,728.632,671.77,814.113,723.96,654.473,600.76,789.493,616.838,977.503,837.267,746.397,776.753,805.58,781.118,689.019,795.49,639.668,696.903,622.683,654.25,582.721,804.236,690.269,656.738,703.128,719.123,835.269,748.958,719.735,501.48,503.268,532.12,576.355,525.207,729.761,713.957,862.896,NaN,640.343,662.377,977.971,777.52,715.99,788.642,677.131,682.724,849.004,675.469,891.576,603.812,627.592,627.03,777.023,788.112,693.423,719.804,793.017,648.182,672.09,656.473,656.96,840.195,797.869,637.114,789.53,591.896,598.361,726.931,649.102,509.858,566.121,702.07,626.934,524.19,744.466,713.572
859.768,NaN,728.846,692.186,728.731,671.889,814.852,724.355,654.833,600.998,789.807,617.037,977.794,837.465,746.548,777.153,805.815,781.276,689.2,795.697,640,697.232,622.818,654.376,583.135,804.731,690.88,657.004,703.531,719.332,835.467,749.059,719.884,502.172,503.352,532.195,576.446,525.748,729.827,714.079,863.293,NaN,640.636,662.591,978.12,777.773,716.16,788.727,677.273,682.898,849.214,675.699,891.843,603.959,627.685,627.26,777.29,788.489,693.82,720.086,793.357,648.443,672.228,656.623,657.112,840.395,797.979,637.475,789.726,592.255,598.407,727.203,649.131,509.962,566.31,702.327,627.155,524.279,744.797,713.614
859.978,NaN,729.323,692.417,728.897,672.325,815.717,724.492,655.317,601.552,790.066,617.212,978.399,838.147,747.067,777.404,806.105,781.438,689.383,796.249,640.715,697.409,622.905,654.506,583.766,804.844,691.445,657.198,703.762,719.482,836.756,749.091,720.149,502.247,503.608,532.372,576.601,526.349,730.087,714.509,863.762,NaN,640.717,663.349,978.41,778.243,716.584,788.794,677.848,683.373,850.302,675.875,892.202,604.247,627.842,627.649,777.706,788.723,694.093,720.328,793.666,648.728,672.336,657.099,657.279,840.578,797.979,637.826,789.948,592.458,598.593,727.4,649.261,510.259,566.344,702.671,627.589,524.338,745.301,713.731
860.322,NaN,729.669,692.879,729.151,672.815,815.818,724.686,655.644,601.633,790.464,617.331,978.729,838.418,748.126,777.612,806.178,781.801,689.58,796.424,640.942,697.523,623.02,654.649,583.879,805.009,691.534,657.45,703.981,719.65,837.508,749.127,720.578,502.319,503.847,532.661,576.884,526.374,730.323,714.908,863.974,NaN,640.881,663.462,978.999,778.656,716.708,789.485,677.932,684.212,851.013,675.988,892.351,604.339,627.987,627.951,777.92,788.87,694.212,720.539,793.832,649.146,672.447,657.237,657.884,840.903,798.229,638.35,790.196,592.758,598.797,728.084,649.348,510.771,566.818,702.7,627.833,524.486,746.19,714.162
860.983,NaN,729.824,693.153,729.572,672.994,815.982,724.893,655.866,601.892,790.744,617.816,978.849,838.554,748.486,778.256,807.158,782.107,689.92,797.752,641.5,697.694,623.439,654.843,585.162,806.039,691.676,658.164,704.163,719.912,837.711,749.154,720.701,502.863,503.965,532.808,576.994,527.117,730.445,715.527,864.734,NaN,640.994,663.797,979.188,778.743,716.83,789.967,678.263,684.612,851.495,676.183,892.79,604.481,628.332,628.374,778.091,789.246,694.497,720.625,794.505,649.613,672.619,657.345,658.353,841.788,798.722,638.511,790.281,592.947,599.121,728.294,650.136,511.06,566.838,703.162,627.889,524.625,746.331,715.469
861.144,NaN,730.172,693.319,729.882,673.087,816.039,725.274,656.038,602.14,790.9,618.306,979.633,838.836,748.689,778.54,807.299,782.427,690.229,798.016,641.66,697.974,623.587,655.028,585.305,806.134,691.807,658.252,704.34,720.431,837.9,749.204,721.149,503.141,504.039,532.868,577.11,527.541,730.474,715.793,864.825,NaN,641.226,664.248,979.247,779.027,716.926,790.258,678.584,684.739,851.83,676.374,893.01,605.036,628.555,628.452,778.283,789.99,694.659,720.972,794.916,650.18,672.816,657.753,659.504,843.138,798.984,638.578,790.567,593.312,599.192,728.452,650.508,511.093,567.006,704.492,628.577,524.946,746.41,715.777
861.395,NaN,730.578,693.52,730.158,673.218,816.301,725.703,656.304,602.334,791.34,618.475,980.536,839.09,749.037,778.625,807.595,782.548,690.357,798.137,641.744,698.172,623.855,655.18,585.389,806.804,692.075,658.411,704.44,720.668,837.974,750.315,721.334,503.368,504.271,532.905,577.149,527.848,730.532,715.892,864.913,NaN,641.429,664.455,979.522,779.48,717.118,791.727,678.771,685.161,852.036,676.664,893.472,605.383,628.743,628.57,778.791,790.58,694.806,721.1,795.159,650.484,672.984,657.902,659.867,843.222,799.272,638.914,790.748,593.613,599.372,728.588,650.98,511.261,567.203,705.061,628.626,525.046,747.278,715.877
861.538,NaN,730.671,693.717,730.515,673.844,816.485,725.901,656.48,602.892,791.529,618.546,981.109,839.223,749.509,778.8,807.698,782.938,690.848,798.315,641.992,698.256,624.341,655.312,585.546,806.976,692.311,658.776,704.527,721.056,838.265,750.405,721.62,503.473,504.368,532.982,577.299,527.925,731.341,716.245,865.498,NaN,641.746,664.684,979.701,779.816,717.328,791.858,679.353,685.41,852.144,676.943,893.864,605.727,629.16,629.147,778.94,790.722,694.965,721.713,795.4,650.649,673.628,658.053,660.301,844.298,799.609,639.157,790.875,593.803,599.599,729.156,651.394,511.334,567.333,705.182,629.12,525.13,747.402,716.002
