U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
774.426,NaN,NaN,NaN,638.613,NaN,717.859,626.119,561.597,448.455,NaN,444.54,976.685,741.962,722.001,788.414,835.659,709.743,575.931,675.171,535.361,637.066,475.998,574.285,NaN,729.938,692.075,676.475,672.306,NaN,929.451,664.944,570.366,502.785,348.226,360.26,503.092,434.077,633.625,594.53,788.658,NaN,531.287,592.476,977.35,NaN,571.758,769.877,632.423,598.038,798.776,557.083,NaN,457.276,500.088,581.363,672.698,NaN,616.894,628.317,694.079,499.433,NaN,615.555,689.102,796.66,699.901,475.1,NaN,NaN,542.294,606.857,601.323,406.621,447.404,666.663,482.121,421.591,623.756,604.308
774.631,NaN,NaN,NaN,639.09,NaN,717.98,626.229,561.75,448.651,NaN,444.729,976.928,742.182,722.378,788.531,835.837,709.951,576.079,675.312,535.457,637.272,476.274,574.565,NaN,730.365,692.311,676.761,672.763,NaN,929.977,665.163,570.648,502.863,348.423,360.404,503.186,434.573,633.821,595.327,788.976,NaN,531.425,592.632,977.971,NaN,571.984,770.141,632.748,598.143,799.042,557.433,NaN,457.477,500.231,581.506,673.262,NaN,617.387,629.379,694.292,499.626,NaN,615.673,689.352,797.005,700.041,475.302,NaN,NaN,542.353,606.974,601.433,406.808,447.445,666.699,482.446,421.88,624.784,604.782
774.766,NaN,NaN,NaN,639.474,NaN,718.155,626.476,561.999,449.196,NaN,444.849,977.503,742.238,722.47,789.128,836.102,710.485,576.306,675.54,535.876,637.47,476.494,574.907,NaN,730.936,692.985,677.261,673.104,NaN,930.209,665.537,570.925,503.141,348.632,360.51,503.597,434.588,634.214,595.619,788.976,NaN,531.526,592.887,978.12,NaN,572.134,771.134,633.26,598.25,799.321,557.774,NaN,457.624,500.406,581.579,673.445,NaN,617.533,629.435,694.421,499.801,NaN,615.858,689.604,797.463,700.266,475.439,NaN,NaN,542.626,607.189,601.512,407.04,447.597,667.212,482.588,422.418,624.917,605.305
774.865,NaN,NaN,NaN,639.703,NaN,718.394,626.57,562.152,449.434,NaN,445.001,977.794,742.64,722.996,789.486,836.417,710.663,576.46,675.654,536.004,637.722,476.639,575.041,NaN,731.22,693.791,677.395,673.42,NaN,930.358,665.81,571.127,503.345,348.725,360.57,503.675,434.687,634.652,596.186,789.242,NaN,531.642,593.502,978.41,NaN,572.581,771.502,633.363,598.463,799.49,557.996,NaN,457.836,500.46,581.861,673.926,NaN,617.755,629.825,694.645,500.106,NaN,615.943,689.852,797.65,700.569,475.611,NaN,NaN,542.736,607.281,601.684,407.531,447.666,667.606,482.933,422.512,625.039,605.49
775.375,NaN,NaN,NaN,640.022,NaN,719.079,626.642,562.518,449.692,NaN,445.091,978.399,743.445,723.218,790.177,836.766,710.817,576.639,675.728,536.438,638.075,476.764,575.149,NaN,731.459,694.141,677.847,673.566,NaN,930.463,665.858,571.27,503.369,348.864,360.779,503.897,434.704,634.783,596.651,789.523,NaN,531.671,593.568,978.999,NaN,572.723,771.886,633.743,598.741,800.98,558.233,NaN,457.926,501.339,582.235,674.351,NaN,618.022,630.07,694.826,500.418,NaN,616.068,690.331,797.813,700.855,475.825,NaN,NaN,542.949,607.358,601.737,407.727,447.972,667.681,483.501,422.564,625.406,606.099
775.639,NaN,NaN,NaN,640.141,NaN,719.325,626.944,563.456,449.826,NaN,445.398,978.729,743.533,723.339,790.456,837.241,711.123,576.796,676.531,537.224,638.424,476.847,575.226,NaN,731.648,694.246,678.649,673.7,NaN,930.503,665.883,571.696,503.475,348.908,360.811,504.521,434.861,635.094,597.1,790.24,NaN,531.99,593.817,979.188,NaN,572.866,772.273,634.049,599.212,801.314,558.31,NaN,458.062,501.764,582.418,674.6,NaN,618.471,630.251,695.276,500.558,NaN,616.189,690.391,798.089,701.213,476.03,NaN,NaN,543.011,607.402,601.99,407.816,448.155,667.845,483.945,422.799,625.755,606.262
775.696,NaN,NaN,NaN,640.298,NaN,719.784,627.406,563.571,449.998,NaN,445.634,978.849,743.981,723.582,791.476,837.468,711.303,576.856,677.185,537.386,638.995,477.017,575.57,NaN,731.851,694.478,679.071,673.919,NaN,930.709,665.978,571.847,503.503,348.931,360.868,505.042,435.244,635.241,597.192,790.762,NaN,532.208,594.142,979.247,NaN,572.928,772.972,634.256,599.442,801.742,558.409,NaN,458.29,502.254,582.679,674.786,NaN,618.6,630.432,695.397,501.026,NaN,616.334,690.582,798.566,701.334,476.293,NaN,NaN,543.386,607.569,602.015,408.007,448.334,668.201,484.303,422.809,625.805,606.31
775.919,NaN,NaN,NaN,640.605,NaN,720.101,627.605,563.951,450.129,NaN,445.782,979.633,744.305,723.904,791.773,838.277,711.441,577.111,677.397,537.839,639.361,477.141,575.765,NaN,732.116,694.791,679.378,674.018,NaN,930.971,666.681,572.557,503.55,348.981,360.922,505.286,435.341,635.418,597.303,791.252,NaN,532.286,594.304,979.522,NaN,573.442,773.377,634.521,599.653,802.065,558.533,NaN,458.378,502.789,582.786,675.07,NaN,618.821,630.931,695.596,501.332,NaN,616.436,690.737,798.723,701.651,476.373,NaN,NaN,543.636,607.843,602.48,408.039,448.441,668.483,484.452,422.894,626.088,606.352
776.12,NaN,NaN,NaN,640.791,NaN,720.236,628.322,564.179,450.285,NaN,445.912,980.536,744.991,724.16,792.33,838.488,711.86,577.354,678.019,537.933,639.445,477.543,575.923,NaN,732.315,695.009,679.668,674.37,NaN,931.384,666.993,572.569,503.975,349.051,360.978,505.303,435.414,635.769,597.924,792.063,NaN,532.559,594.435,979.701,NaN,573.543,773.734,634.735,600.632,802.645,558.584,NaN,458.527,502.889,582.995,675.868,NaN,619.063,631.214,696.095,501.754,NaN,616.795,691.221,799.03,701.925,476.59,NaN,NaN,544.049,607.951,602.695,408.068,448.579,668.754,484.518,422.997,626.355,606.428
776.567,NaN,NaN,NaN,641.13,NaN,720.937,628.387,564.597,450.79,NaN,446.095,981.109,744.991,724.573,792.711,838.891,712.285,577.509,678.352,538.035,640.156,477.809,576.088,NaN,732.622,695.139,679.936,674.475,NaN,931.5,666.993,572.744,504.025,349.167,361.199,505.516,435.451,636.008,598.361,792.294,NaN,532.713,594.543,979.831,NaN,573.849,774.178,635.002,600.801,802.972,558.767,NaN,458.738,503.209,583.278,676.065,NaN,619.158,631.883,696.414,502.007,NaN,617.182,691.324,799.137,702.046,476.732,NaN,NaN,544.317,608.127,603.009,408.099,448.639,668.987,484.65,423.06,626.716,606.751
776.74,NaN,NaN,NaN,641.262,NaN,721.226,628.878,565.225,451.233,NaN,446.593,981.909,745.228,724.903,793.116,839.271,712.652,577.706,678.476,538.159,640.501,477.96,576.295,NaN,732.976,695.418,680.255,674.638,NaN,931.631,667.059,572.798,504.096,349.331,361.381,505.573,435.538,636.245,598.443,792.734,NaN,532.896,594.981,980.111,NaN,574.157,774.415,635.2,601.006,803.163,558.979,NaN,458.826,503.456,583.477,677.149,NaN,619.241,631.943,696.622,502.157,NaN,617.245,691.424,799.42,702.445,476.978,NaN,NaN,544.384,608.598,603.511,408.265,448.778,669.414,484.947,423.204,626.806,606.962
776.951,NaN,NaN,NaN,641.448,NaN,721.369,629.01,565.357,451.465,NaN,446.709,982.02,745.447,725.212,793.38,839.66,712.838,578.229,678.969,538.388,640.626,478.039,576.507,NaN,733.207,695.596,680.345,674.787,NaN,931.774,668.007,573.196,504.421,349.367,361.71,506.029,435.719,636.459,598.705,792.935,NaN,533.064,595.2,980.707,NaN,574.301,774.544,635.373,601.201,803.266,558.979,NaN,459.062,503.607,583.636,677.471,NaN,619.289,632.167,696.829,502.338,NaN,617.677,691.763,799.588,702.621,476.978,NaN,NaN,544.468,608.959,603.649,408.358,448.846,669.556,485.299,423.307,627.017,607.107
777.271,NaN,NaN,NaN,641.63,NaN,721.457,629.279,565.631,451.549,NaN,446.875,982.539,745.651,726.169,793.732,839.865,713.046,578.431,679.117,538.496,640.909,478.19,576.882,NaN,733.409,695.753,680.613,674.969,NaN,931.867,668.483,573.901,505.05,349.666,361.856,506.112,435.752,636.708,598.851,793.237,NaN,533.213,595.393,981.025,NaN,574.604,774.993,635.783,602.038,803.619,559.163,NaN,459.416,503.819,583.856,677.692,NaN,619.563,632.267,697.041,502.798,NaN,617.754,691.968,800.049,702.69,477.137,NaN,NaN,544.797,609.478,603.751,408.782,448.9,670.529,485.599,423.431,627.475,607.332
777.448,NaN,NaN,NaN,641.716,NaN,721.546,629.469,566.069,451.68,NaN,446.989,982.735,745.78,726.265,794.146,840.223,713.118,578.715,679.796,538.842,641.282,478.41,577.347,NaN,733.995,696.051,680.767,675.133,NaN,932.83,668.531,574.091,505.24,349.768,362.205,506.361,435.805,636.747,599.121,793.659,NaN,533.338,595.51,981.292,NaN,575.013,775.331,636.051,602.392,803.875,559.35,NaN,459.491,504.051,584.07,677.834,NaN,619.897,632.579,697.134,503.102,NaN,618.873,692.504,800.283,703.042,477.951,NaN,NaN,544.861,609.995,603.805,409.24,449.085,670.571,485.635,423.913,627.633,607.528
777.599,NaN,NaN,NaN,642.058,NaN,722.195,629.645,566.204,451.927,NaN,447.118,982.877,746.712,726.536,794.23,840.471,713.545,578.842,680.78,538.994,641.635,478.54,577.518,NaN,734.307,696.218,681.037,675.417,NaN,932.876,668.727,574.133,505.563,349.874,362.494,506.428,435.9,637.478,599.305,793.778,NaN,533.395,595.706,982.061,NaN,575.33,775.622,636.46,602.451,804.257,559.522,NaN,459.829,504.583,584.218,678.689,NaN,620.022,632.734,697.404,503.205,NaN,619.425,692.682,800.58,703.705,478.146,NaN,NaN,544.925,610.195,603.848,409.479,449.149,670.681,486.276,424.453,627.957,607.765
777.871,NaN,NaN,NaN,642.134,NaN,722.322,629.745,566.705,452.153,NaN,447.193,983.033,746.993,726.97,794.467,840.795,713.701,579.171,681.101,539.121,641.766,478.635,577.622,NaN,734.729,696.36,681.261,675.705,NaN,933.036,668.847,574.245,505.71,349.925,362.613,506.71,436.086,637.639,599.635,794.739,NaN,533.552,595.785,982.551,NaN,575.568,775.743,636.911,602.58,804.604,559.861,NaN,459.919,504.718,584.431,678.946,NaN,620.212,632.979,697.498,503.46,NaN,619.628,692.808,801.022,703.934,478.239,NaN,NaN,545.042,610.228,604.219,409.715,449.189,670.948,486.373,424.545,628.047,608.092
778.084,NaN,NaN,NaN,642.298,NaN,722.652,629.875,566.828,452.262,NaN,447.532,983.244,746.993,727.114,794.845,841.037,714.013,579.574,681.661,539.565,642.055,478.763,577.697,NaN,735.095,696.824,681.85,675.928,NaN,933.57,668.987,575.13,505.765,349.986,362.749,506.734,436.193,637.671,599.774,795.193,NaN,533.756,596.019,983.317,NaN,576.105,775.846,637.509,602.748,805.411,560.032,NaN,460.187,505.104,584.707,679.786,NaN,620.403,632.979,697.758,503.536,NaN,619.841,693.225,801.312,704.046,478.527,NaN,NaN,545.075,610.865,604.425,409.894,449.475,671.177,486.807,424.691,628.27,608.353
778.506,NaN,NaN,NaN,642.389,NaN,723.46,630.314,567.018,452.389,NaN,447.913,983.428,747.429,727.239,795.035,841.824,714.676,579.703,682.004,539.742,642.252,478.849,578.257,NaN,735.44,696.911,681.931,676.066,NaN,933.672,669.305,575.244,505.923,350.037,362.945,506.853,436.341,637.721,600.076,795.392,NaN,533.879,596.283,983.752,NaN,576.311,776.064,637.682,602.976,805.7,560.335,NaN,460.298,505.665,584.821,679.947,NaN,620.939,633.386,698.188,503.615,NaN,620.32,693.405,801.524,704.221,478.646,NaN,NaN,545.504,610.93,604.956,410.319,449.682,671.435,486.908,424.753,628.49,608.892
778.644,NaN,NaN,NaN,642.646,NaN,723.69,630.484,567.095,452.58,NaN,448.036,983.806,747.685,727.749,795.518,842.297,714.899,579.927,682.453,540.033,642.338,479.095,578.363,NaN,735.66,697.201,682.43,676.333,NaN,933.719,669.432,575.506,506.125,350.092,363.604,506.887,436.421,638.219,600.212,795.715,NaN,534.032,596.41,984.504,NaN,576.502,776.201,637.956,602.976,805.788,560.595,NaN,460.427,505.775,585.151,680.057,NaN,621.13,633.561,698.395,503.695,NaN,620.465,693.473,801.901,704.4,478.802,NaN,NaN,545.725,611.224,605.427,410.429,449.709,671.736,487.016,424.85,629.083,609.072
779.345,NaN,NaN,NaN,642.867,NaN,723.797,630.643,567.271,452.676,NaN,448.324,984.25,748.212,727.995,795.578,842.517,715.067,580.289,682.627,540.147,642.472,479.213,578.507,NaN,736.484,697.585,682.589,676.494,NaN,934.063,669.967,575.667,506.263,350.145,363.757,507.116,436.601,638.411,600.268,796.247,NaN,534.168,597.111,984.672,NaN,576.969,776.31,638.131,603.268,806.159,560.893,NaN,460.636,506.149,585.457,680.462,NaN,621.571,633.77,698.511,503.94,NaN,620.593,693.795,802.24,705.465,479.015,NaN,NaN,545.772,611.8,605.554,410.909,449.806,671.804,487.032,425.34,629.115,609.829
779.717,NaN,NaN,NaN,643.014,NaN,724.198,630.897,567.42,452.775,NaN,448.457,984.479,748.337,728.543,795.931,843.113,716.159,580.395,682.901,540.268,642.664,479.401,578.706,NaN,736.961,698.058,682.763,676.592,NaN,934.414,670.473,575.942,506.392,350.259,363.779,507.278,436.641,639.093,600.473,796.59,NaN,534.393,597.455,985.994,NaN,577.123,776.543,638.362,603.607,806.661,561.221,NaN,460.895,506.257,585.728,681.129,NaN,622.143,634.008,699.075,504.161,NaN,620.814,693.891,802.397,706.034,479.167,NaN,NaN,546.228,612.213,605.972,411.063,449.878,672.065,487.381,425.787,629.387,609.876
780.042,NaN,NaN,NaN,643.54,NaN,724.655,631.298,567.954,452.964,NaN,448.578,985.637,748.659,728.877,796.51,843.573,716.272,580.56,683.135,540.399,642.841,479.597,579.255,NaN,737.197,698.255,682.949,676.821,NaN,934.946,670.587,576.144,506.815,350.318,363.85,507.38,437.116,639.598,601.252,796.776,NaN,534.44,597.619,986.275,NaN,577.304,777.195,638.632,603.802,807.06,561.365,NaN,461.058,506.322,585.96,681.456,NaN,622.777,634.072,699.373,504.281,NaN,621.233,694.002,803,706.545,479.327,NaN,NaN,546.28,612.431,606.061,411.105,450.045,673.499,487.501,425.853,629.649,609.919
780.319,NaN,NaN,NaN,643.803,NaN,725.17,631.413,568.109,453.005,NaN,448.653,985.948,748.879,729.054,796.697,844.02,716.59,580.62,683.364,540.623,642.923,479.859,579.506,NaN,737.253,698.466,683.497,677.265,NaN,935.23,670.715,576.216,507.01,350.711,364.085,507.485,437.231,639.783,601.722,797.006,NaN,535.142,598.031,986.577,NaN,577.385,777.475,638.831,603.91,807.677,561.863,NaN,461.539,506.472,586.401,681.734,NaN,623.068,634.175,699.967,504.434,NaN,621.695,694.184,803.158,706.695,479.476,NaN,NaN,546.453,612.513,606.116,411.134,450.216,673.576,487.57,426.284,629.912,610.032
780.468,NaN,NaN,NaN,644.204,NaN,725.459,631.666,568.234,453.217,NaN,448.747,986.019,749.505,729.588,796.855,844.381,716.846,581.506,683.72,540.825,643.209,479.989,580.064,NaN,737.642,698.664,683.837,677.649,NaN,935.509,670.861,576.326,507.185,350.97,364.285,507.957,437.698,640.114,602.147,797.179,NaN,535.45,598.154,987.374,NaN,577.665,778.114,638.965,604.27,807.811,562.039,NaN,461.897,506.633,586.59,681.949,NaN,623.774,634.318,700.558,504.572,NaN,622.037,694.48,803.393,707.212,479.614,NaN,NaN,546.562,612.843,606.186,411.333,450.345,674.213,487.885,426.436,630.254,611.388
780.626,NaN,NaN,NaN,644.517,NaN,725.777,631.79,568.592,453.338,NaN,448.861,986.2,749.672,729.689,797.128,844.903,716.99,581.804,684.091,541.147,643.478,480.071,580.388,NaN,738.088,698.798,683.939,678.066,NaN,935.72,671.435,576.572,507.385,351.097,364.396,508.054,437.895,640.412,602.352,797.461,NaN,535.529,598.269,987.715,NaN,577.894,778.279,639.162,604.498,807.99,562.268,NaN,462.213,506.833,587.022,682.105,NaN,623.845,634.586,700.852,504.67,NaN,622.303,695.682,803.756,707.496,479.78,NaN,NaN,546.639,612.946,606.763,411.388,450.539,674.25,487.973,426.652,630.458,611.469
780.785,NaN,NaN,NaN,644.666,NaN,725.844,632.02,568.841,453.72,NaN,448.998,986.524,750.377,729.89,797.372,845.037,716.99,581.875,684.571,541.613,643.703,480.208,580.627,NaN,738.223,699.007,684.377,678.917,NaN,935.908,671.477,576.769,507.481,351.216,364.447,508.132,437.96,640.981,602.868,797.669,NaN,535.627,598.477,988.204,NaN,578.015,778.721,639.381,604.785,808.28,562.368,NaN,462.445,506.999,587.299,682.537,NaN,624.34,634.69,701.342,505.294,NaN,622.542,696.686,805.157,708.27,479.899,NaN,NaN,546.782,613.431,606.827,411.541,450.663,674.43,488.075,426.859,630.562,612.164
781.143,NaN,NaN,NaN,645.046,NaN,726.781,632.396,569.014,454.026,NaN,449.058,986.87,750.677,730.142,798.419,845.382,717.347,581.997,685.199,541.729,643.89,480.461,580.681,NaN,738.334,699.191,685.018,679.191,NaN,937.429,671.736,577.327,507.819,351.264,364.612,508.191,438.231,641.104,603.399,797.816,NaN,535.863,598.781,988.41,NaN,578.32,779.117,639.451,605.304,808.334,562.611,NaN,462.695,507.144,587.489,682.643,NaN,624.494,635.047,701.51,505.422,NaN,622.69,696.872,805.801,708.289,480.071,NaN,NaN,546.895,613.501,606.955,411.556,451.139,674.455,488.151,426.905,630.657,612.232
781.504,NaN,NaN,NaN,645.419,NaN,726.873,632.453,569.296,454.224,NaN,449.163,987.362,750.731,730.238,798.617,845.467,717.523,582.176,685.376,541.813,644.209,480.679,580.949,NaN,738.821,699.499,685.179,679.282,NaN,937.482,672.057,577.427,507.866,351.317,364.808,508.734,438.47,641.18,603.579,797.983,NaN,536.132,598.937,988.845,NaN,578.446,779.252,639.803,605.43,808.511,562.897,NaN,463.002,507.486,587.952,683.394,NaN,624.855,635.457,701.717,505.523,NaN,622.795,697.504,806.808,708.451,480.171,NaN,NaN,547.018,613.532,607.335,411.689,451.899,674.853,488.262,427.013,631.089,612.56
782.187,NaN,NaN,NaN,645.501,NaN,727.124,632.74,569.61,454.307,NaN,449.231,987.556,750.871,730.901,799.013,845.741,717.889,582.372,685.514,542.348,644.431,480.926,581.121,NaN,738.951,699.809,685.451,679.423,NaN,938.768,672.539,577.68,507.94,351.391,365.063,509.171,438.562,641.644,603.625,798.554,NaN,536.597,599,989.228,NaN,578.604,779.461,640.153,605.903,808.765,563.344,NaN,463.299,507.759,588.187,683.547,NaN,625.031,635.485,701.923,505.688,NaN,623.114,698.04,807.166,708.591,480.291,NaN,NaN,547.083,614.284,607.628,411.811,451.995,675.083,488.676,427.027,631.114,612.745
782.344,NaN,NaN,NaN,645.692,NaN,727.346,632.869,569.798,454.622,NaN,449.412,987.843,751.194,731.04,799.178,846.083,717.928,582.48,685.863,542.48,644.581,481.168,581.406,NaN,739.18,700.201,685.541,679.833,NaN,939.015,672.668,577.905,508.285,351.473,365.144,509.532,438.737,642.35,603.665,798.677,NaN,536.746,599.218,989.973,NaN,578.777,779.839,640.276,606.049,808.918,563.778,NaN,463.466,508.073,588.233,683.687,NaN,625.159,635.636,702.043,505.793,NaN,623.277,698.15,807.357,708.803,480.458,NaN,NaN,547.12,614.318,608.039,411.91,452.297,675.307,488.768,427.237,631.245,612.786
782.649,NaN,NaN,NaN,645.864,NaN,727.72,633.082,569.824,454.911,NaN,449.695,988.357,751.342,731.224,799.39,846.646,718.122,582.767,686.196,542.679,645.068,481.438,581.637,NaN,739.393,700.845,685.871,680.325,NaN,939.094,672.696,578.047,508.715,351.599,365.264,509.56,438.974,642.482,603.748,799.076,NaN,536.996,599.747,990.251,NaN,578.925,780.614,640.653,606.431,809.028,563.917,NaN,463.665,508.531,588.708,683.872,NaN,625.464,635.747,702.406,506.14,NaN,623.439,698.243,807.819,708.81,480.565,NaN,NaN,547.393,614.833,608.306,411.988,452.389,675.836,488.868,427.336,631.349,613.073
783.24,NaN,NaN,NaN,645.981,NaN,728.193,633.609,569.947,454.98,NaN,449.829,988.942,751.659,731.493,799.484,846.984,718.825,583.483,686.441,542.819,645.329,481.788,581.867,NaN,739.608,701.108,686.35,680.866,NaN,939.191,672.964,578.217,508.998,351.829,365.311,509.652,439.067,642.578,604.215,799.379,NaN,537.299,599.941,990.369,NaN,579.612,780.761,640.749,606.48,809.181,564.328,NaN,463.806,508.85,588.999,684.022,NaN,625.815,636.03,702.617,506.481,NaN,624.33,698.518,807.981,708.947,480.755,NaN,NaN,547.51,614.914,608.855,412.132,452.482,676.157,488.93,427.78,631.388,613.535
783.45,NaN,NaN,NaN,646.554,NaN,728.494,633.898,570.184,455.177,NaN,449.989,989.607,751.939,732.363,800.709,847.482,719.04,583.884,686.607,543.116,645.567,481.906,581.986,NaN,739.884,701.35,686.523,680.991,NaN,939.265,673.084,578.241,509.103,351.872,365.392,509.723,439.262,642.653,604.571,799.436,NaN,537.398,600.366,990.493,NaN,579.823,780.988,640.986,606.602,809.598,564.59,NaN,464.027,509.12,589.426,684.432,NaN,626.073,636.139,702.823,506.82,NaN,624.629,698.888,808.723,709.181,480.906,NaN,NaN,547.788,615.219,608.923,412.282,452.559,676.825,489.283,427.837,631.459,614.328
783.587,NaN,NaN,NaN,646.709,NaN,728.771,634.257,570.378,455.377,NaN,450.132,989.758,752.07,732.704,800.92,847.892,719.249,584.139,686.702,543.47,645.773,482.079,582.168,NaN,740.131,701.645,686.606,680.991,NaN,939.604,674.175,578.553,509.45,352.321,365.645,509.98,439.319,643.019,604.605,799.814,NaN,537.732,600.772,991.006,NaN,579.943,781.874,641.141,607.141,809.735,564.69,NaN,464.171,509.186,589.755,684.496,NaN,626.203,636.443,703.016,506.885,NaN,624.842,699.033,808.786,709.678,481.153,NaN,NaN,547.841,615.347,609.18,412.348,453.009,677.111,489.464,427.87,631.577,614.659
783.816,NaN,NaN,NaN,647.074,NaN,729.119,634.386,570.518,455.546,NaN,450.276,990.109,752.821,732.841,801.212,848.018,719.608,584.459,687.027,543.798,645.977,482.259,582.501,NaN,740.47,701.919,686.746,681.413,NaN,939.808,674.245,578.796,509.554,352.383,365.664,510.277,439.367,644.031,604.724,800.103,NaN,537.94,600.873,991.249,NaN,580.062,782.156,641.612,607.384,809.845,565.067,NaN,464.271,509.406,589.915,684.601,NaN,626.413,637.25,703.629,507.185,NaN,625.068,699.191,808.957,709.785,481.417,NaN,NaN,547.976,615.575,609.341,412.687,453.614,677.842,489.723,427.978,631.948,614.705
783.916,NaN,NaN,NaN,647.458,NaN,729.3,634.667,570.753,455.847,NaN,450.551,990.26,753,733.887,801.484,848.219,719.833,584.709,687.482,543.905,646.215,482.358,582.81,NaN,740.67,702.266,687.082,681.614,NaN,941.577,675.287,578.853,510.143,352.871,365.719,510.297,439.418,644.201,605.102,800.302,NaN,538.312,601.18,991.527,NaN,580.629,782.35,641.831,607.625,810.159,565.175,NaN,464.478,509.577,590.013,684.722,NaN,626.516,637.564,703.77,507.474,NaN,625.581,699.303,809.221,710.043,481.853,NaN,NaN,547.976,615.64,609.409,412.865,453.696,678.172,489.909,427.978,632.29,615.074
