U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
761.75,NaN,NaN,NaN,625.216,NaN,701.697,614.846,549.206,441.292,NaN,436.648,958.991,730.745,707.998,774.484,822.709,697.534,565.375,662.497,525.982,625.651,466.088,562.782,NaN,715.541,677.237,661.946,662.538,NaN,911.963,653.916,556.925,494.4,341.503,353.196,495.193,426.47,622.152,583.861,772.565,NaN,520.968,581.462,958.696,NaN,561.627,756.853,621.136,585.444,784.96,547.067,NaN,449.45,489.391,571.136,658.961,NaN,604.674,618.86,680.683,491.231,NaN,604.261,676.368,784.085,687.011,466.419,NaN,NaN,533.805,596.483,590.983,398.139,438.702,653.689,474.356,413.896,609.427,592.658
761.885,NaN,NaN,NaN,625.627,NaN,701.857,615.098,549.457,441.405,NaN,436.989,959.491,730.835,708.15,774.559,822.771,697.721,565.572,662.618,526.146,625.8,466.403,563.129,NaN,715.837,677.839,662.069,662.677,NaN,912.157,654.282,557.125,494.417,341.548,353.323,495.351,426.535,622.208,584.572,772.743,NaN,521.165,581.558,958.864,NaN,561.93,757.02,621.56,585.613,785.26,547.31,NaN,449.621,489.652,571.469,659.244,NaN,605.048,619.213,680.939,491.374,NaN,604.509,676.65,784.206,687.138,466.596,NaN,NaN,533.877,597.137,591.098,398.402,438.938,654.141,474.616,413.98,609.968,592.735
762.282,NaN,NaN,NaN,625.753,NaN,702.083,615.38,549.694,441.458,NaN,437.199,959.979,730.941,708.51,774.827,823.007,697.92,566.026,662.72,526.33,626.555,466.519,563.251,NaN,716.694,678.053,662.701,662.964,NaN,912.202,654.581,557.336,494.487,341.635,353.471,495.382,426.714,622.468,584.714,773.659,NaN,521.408,581.679,959.627,NaN,562.198,757.485,621.813,585.721,785.969,547.555,NaN,449.732,489.95,571.591,659.959,NaN,605.168,619.452,681.199,491.579,NaN,604.671,677.252,784.358,687.216,466.958,NaN,NaN,534.111,597.2,591.172,398.77,439.841,654.635,474.774,414.122,610.04,592.874
762.506,NaN,NaN,NaN,625.881,NaN,702.585,615.566,549.912,441.543,NaN,437.265,960.519,731.072,708.668,775.047,823.186,698.12,566.113,663.386,526.603,626.765,466.642,563.48,NaN,717.319,678.478,662.884,663.122,NaN,913.228,655.052,557.404,494.888,341.724,353.542,495.511,426.791,622.607,584.9,774.367,NaN,521.529,582.212,959.816,NaN,562.413,757.814,621.892,586.243,786.124,547.762,NaN,450.159,490.22,571.792,660.42,NaN,605.39,619.609,681.71,491.722,NaN,604.778,677.562,784.592,687.469,467.108,NaN,NaN,535.012,597.361,591.707,398.989,439.882,655.074,474.828,414.188,610.37,593.019
762.679,NaN,NaN,NaN,626.128,NaN,702.676,615.997,550.37,441.679,NaN,437.433,960.842,731.293,708.92,775.332,823.39,698.757,566.328,663.555,527.161,626.927,466.786,563.624,NaN,717.558,678.655,663.811,663.238,NaN,913.304,655.083,557.486,495.076,342.028,353.602,495.568,426.963,622.699,585.289,774.654,NaN,522.257,582.321,960.036,NaN,562.797,758.377,622.069,586.861,786.488,547.991,NaN,450.322,490.825,572.089,660.715,NaN,605.505,619.917,681.947,492.032,NaN,605.298,677.684,785.118,687.645,467.296,NaN,NaN,535.544,597.951,591.86,399.175,440.325,655.402,474.967,414.215,611.486,593.536
763.29,NaN,NaN,NaN,626.504,NaN,703.373,616.12,550.486,441.858,NaN,437.793,961.048,731.631,709.345,775.779,823.648,698.907,566.934,663.753,527.402,627.228,466.891,564.018,NaN,717.645,679.058,664.264,663.514,NaN,914.395,655.439,558.08,495.2,342.108,353.757,495.756,427.167,623.096,585.843,775.426,NaN,522.379,582.618,960.321,NaN,562.876,758.497,622.185,586.92,786.69,548.052,NaN,450.502,491.072,572.395,660.86,NaN,605.638,620.05,682.341,492.164,NaN,605.424,678.972,785.279,688.034,467.449,NaN,NaN,535.597,598.369,592.579,399.397,440.479,655.651,475.057,414.308,611.738,593.61
763.63,NaN,NaN,NaN,626.588,NaN,704.153,616.443,550.845,441.963,NaN,438.311,961.729,732.071,709.648,775.933,824.129,699.026,567.126,664.089,527.524,627.429,467.185,564.192,NaN,717.975,679.203,664.427,663.67,NaN,914.469,655.517,558.454,495.232,342.234,354.104,495.791,427.243,623.366,586.117,775.721,NaN,522.72,582.913,960.487,NaN,563.149,758.644,622.259,587.124,786.831,548.155,NaN,450.638,491.206,572.564,661.641,NaN,605.863,620.136,682.584,492.451,NaN,605.894,679.547,785.352,688.311,467.561,NaN,NaN,535.712,598.409,592.728,400.549,440.714,655.739,475.178,414.748,611.801,594.134
763.702,NaN,NaN,NaN,626.81,NaN,704.261,616.611,550.972,442.214,NaN,438.448,962.438,732.339,709.909,776.083,824.314,699.431,567.609,664.301,527.704,627.646,467.31,564.646,NaN,718.737,679.639,664.483,663.885,NaN,914.817,655.555,559.069,495.364,342.412,354.289,496.043,427.334,623.421,586.271,775.945,NaN,522.887,583.166,960.669,NaN,563.244,758.958,622.43,587.217,787.034,548.277,NaN,451.132,491.342,572.677,661.807,NaN,605.959,620.358,682.767,492.601,NaN,606.096,679.738,785.479,689.141,467.63,NaN,NaN,535.875,598.482,592.755,400.726,440.777,656.059,475.222,415.027,611.993,594.179
764.365,NaN,NaN,NaN,626.975,NaN,704.686,616.86,551.467,442.371,NaN,438.591,962.842,732.695,710.552,776.16,824.977,700.137,568.147,664.359,527.816,627.83,467.466,565.344,NaN,719.112,679.838,664.794,664.096,NaN,914.914,655.592,559.503,495.565,342.467,354.496,496.12,427.543,623.669,586.648,776.116,NaN,522.984,583.343,961.179,NaN,563.358,759.072,622.645,587.454,787.12,548.328,NaN,451.348,491.522,573.055,662.114,NaN,606.08,620.489,682.962,492.721,NaN,606.297,679.969,785.689,689.221,467.823,NaN,NaN,535.911,598.535,593.572,401.01,440.856,656.94,475.244,415.64,613.118,594.332
764.543,NaN,NaN,NaN,627.146,NaN,705.275,617.558,551.55,442.487,NaN,438.707,963.229,732.913,710.76,776.755,825.356,700.286,568.523,664.712,528.254,627.905,467.586,565.418,NaN,719.308,680.398,664.832,664.268,NaN,915.328,656.557,559.9,495.99,342.545,354.616,496.193,427.743,624.329,587.051,776.408,NaN,523.121,583.519,963.02,NaN,563.543,759.309,623.019,587.95,787.544,548.558,NaN,451.483,491.871,573.158,662.211,NaN,606.218,621.049,683.23,492.898,NaN,606.424,680.141,785.773,689.389,468.082,NaN,NaN,535.986,598.783,593.765,401.133,441.077,657.369,475.326,415.764,613.231,594.718
764.889,NaN,NaN,NaN,627.335,NaN,705.704,618.478,552.123,442.59,NaN,438.95,963.996,733.365,710.952,777.151,825.603,700.46,568.602,665.078,528.401,628.022,467.738,565.62,NaN,719.402,680.629,665.419,664.898,NaN,917.35,656.689,560.03,495.99,342.57,354.925,496.327,427.773,624.403,587.191,776.533,NaN,523.549,584.169,963.402,NaN,563.603,759.584,623.281,588.201,787.921,549.063,NaN,451.715,491.991,573.3,662.591,NaN,607.174,621.257,684.302,493.15,NaN,606.495,680.305,786.138,689.659,468.327,NaN,NaN,536.04,598.977,593.791,401.155,441.41,657.476,475.475,415.815,613.332,595.052
765.742,NaN,NaN,NaN,627.557,NaN,705.898,618.695,552.332,442.753,NaN,439.068,964.336,733.526,711.108,777.404,825.675,700.697,568.787,665.31,528.458,628.166,467.937,566.105,NaN,719.627,680.926,665.783,665.075,NaN,917.724,656.729,560.185,496.451,342.822,355.101,496.443,427.884,624.566,587.306,776.919,NaN,523.958,584.475,963.714,NaN,563.928,759.838,623.743,588.436,788.403,549.315,NaN,451.901,492.252,573.606,662.965,NaN,607.637,621.787,684.459,493.327,NaN,606.748,680.521,786.616,690.078,468.449,NaN,NaN,536.286,598.977,593.861,401.255,441.439,658.532,475.721,416.024,613.62,596.031
765.904,NaN,NaN,NaN,627.684,NaN,706.398,618.947,552.45,442.912,NaN,439.527,964.647,733.632,711.423,777.612,826.053,700.735,569.116,665.797,528.906,628.371,468.267,566.256,NaN,719.912,681.322,666.289,665.19,NaN,917.758,656.922,560.384,496.697,343.11,355.281,496.834,428.038,624.647,587.338,777.262,NaN,524.176,584.675,964.283,NaN,564.458,759.943,623.901,588.538,788.536,550.03,NaN,452.051,492.333,573.86,663.234,NaN,607.865,621.933,684.607,493.717,NaN,606.971,680.577,786.757,690.497,468.566,NaN,NaN,536.357,599.146,594.051,401.319,441.585,658.556,476.522,416.524,614.062,597.243
766.144,NaN,NaN,NaN,628.001,NaN,706.651,618.988,552.885,442.97,NaN,439.711,964.794,734.455,712.008,778.256,826.811,700.969,569.454,665.961,529.013,628.683,468.453,566.726,NaN,720.251,681.914,666.439,665.545,NaN,917.927,657.209,560.551,496.782,343.249,355.503,497.165,428.342,624.964,587.638,777.67,NaN,524.321,584.853,964.445,NaN,564.677,760.193,623.991,588.876,789.095,550.154,NaN,452.16,492.723,573.994,663.325,NaN,608.088,622.083,685.214,493.953,NaN,607.103,680.79,786.815,690.919,468.787,NaN,NaN,536.531,599.302,594.553,401.598,441.654,658.99,476.541,416.737,614.921,597.392
766.479,NaN,NaN,NaN,628.379,NaN,706.852,619.133,553.051,443.069,NaN,439.884,965.17,734.54,712.863,778.375,826.93,701.146,569.632,666.289,529.151,629.101,468.56,566.833,NaN,720.615,681.996,666.777,665.846,NaN,918.124,657.258,560.748,496.924,343.427,355.517,497.19,428.798,625.114,587.927,777.949,NaN,524.556,584.968,964.881,NaN,564.862,760.482,624.188,588.989,789.212,550.261,NaN,452.273,492.923,574.146,663.461,NaN,608.324,622.247,685.694,494.087,NaN,607.211,680.907,787.245,691.289,468.851,NaN,NaN,536.601,599.366,594.663,401.645,441.671,659.268,476.589,416.775,615.36,597.448
766.535,NaN,NaN,NaN,628.691,NaN,706.992,619.28,553.293,443.27,NaN,440.019,965.616,734.835,713.064,778.54,827.034,701.743,569.755,666.579,529.333,629.577,469.318,567.02,NaN,721.071,682.392,667.4,665.96,NaN,918.58,657.69,560.915,497.016,343.855,355.673,497.266,428.943,625.253,587.972,778.29,NaN,524.636,585.292,965.24,NaN,565.022,760.92,624.461,589.135,789.339,550.519,NaN,452.419,493.195,574.183,663.747,NaN,608.443,622.421,686.021,494.248,NaN,607.51,681.076,787.631,691.435,469.111,NaN,NaN,536.692,599.469,594.985,401.735,441.72,659.351,476.725,417.098,615.976,597.544
766.688,NaN,NaN,NaN,629.174,NaN,706.992,619.863,553.845,443.517,NaN,440.164,966.141,735.02,713.371,778.807,827.396,701.909,569.996,667.254,529.416,629.888,469.47,567.224,NaN,721.25,682.706,667.65,666.132,NaN,918.801,658.129,561.417,497.057,344.061,355.773,497.444,429.17,625.376,588.048,778.513,NaN,524.833,585.761,966.479,NaN,565.432,761.025,624.53,589.323,790.125,550.769,NaN,452.552,493.354,574.322,663.891,NaN,608.534,622.532,686.186,494.724,NaN,607.855,681.352,788.089,691.846,469.254,NaN,NaN,536.866,599.564,595.445,401.739,442.243,660.04,477.013,417.215,615.976,597.646
766.832,NaN,NaN,NaN,629.462,NaN,707.517,620.447,553.891,443.868,NaN,440.261,966.303,735.15,713.52,779.45,827.757,702.203,570.125,667.338,529.546,630.331,469.77,567.545,NaN,721.342,682.948,667.815,666.273,NaN,918.855,658.185,562.162,497.259,344.13,355.893,497.568,429.226,625.766,588.451,778.633,NaN,525.062,586.002,966.6,NaN,565.521,761.202,624.694,589.706,790.909,551.092,NaN,452.735,493.675,574.483,664.049,NaN,608.867,622.686,686.287,494.868,NaN,608.089,681.537,788.272,692.149,469.366,NaN,NaN,537.49,599.864,595.603,401.848,442.335,660.378,477.164,417.237,616.42,597.798
766.945,NaN,NaN,NaN,629.738,NaN,707.714,620.583,554.302,443.99,NaN,440.376,967.302,735.441,713.807,779.558,828.193,702.514,570.356,667.627,529.819,630.574,469.865,567.602,NaN,721.614,683.592,669.34,666.349,NaN,919.227,658.612,562.305,497.386,344.233,355.95,497.604,429.296,625.953,588.652,779.1,NaN,525.289,586.263,966.821,NaN,565.904,761.401,624.836,589.84,791.501,551.353,NaN,452.927,493.957,574.912,664.136,NaN,609.157,622.767,686.39,495.017,NaN,608.323,682.041,788.53,692.399,469.52,NaN,NaN,537.756,599.927,595.684,402.155,442.788,660.535,477.274,417.343,616.707,597.876
767.381,NaN,NaN,NaN,630.183,NaN,707.978,621.029,554.936,443.99,NaN,440.705,967.42,736.089,714.195,779.777,828.59,702.741,570.851,667.933,530.089,630.88,470.073,567.942,NaN,722.31,683.835,669.755,666.538,NaN,919.334,658.738,562.415,497.857,344.45,355.989,497.755,429.384,627.33,588.93,779.997,NaN,525.418,586.413,966.987,NaN,565.967,761.948,624.924,589.949,791.823,552.408,NaN,453.518,494.165,575.009,664.481,NaN,609.194,622.829,686.491,495.295,NaN,608.55,682.24,788.68,692.632,470.189,NaN,NaN,537.801,600.233,596.058,402.468,442.928,660.554,477.465,417.46,617.184,597.952
767.462,NaN,NaN,NaN,630.277,NaN,708.27,621.335,555.53,444.096,NaN,440.79,968.198,736.316,714.347,779.859,829.053,702.909,571.047,668.107,530.23,631.116,470.23,568.136,NaN,722.624,683.985,669.93,666.87,NaN,919.48,658.85,562.838,497.942,344.477,356.252,497.997,429.627,627.454,589.103,780.324,NaN,525.5,587.379,967.389,NaN,566.195,762.026,625.167,590.119,792.065,552.575,NaN,453.617,494.507,575.505,664.757,NaN,609.297,622.897,686.82,495.354,NaN,608.804,682.46,788.865,692.954,470.347,NaN,NaN,538.012,600.353,596.084,402.69,442.989,660.743,477.531,417.572,618.434,598.277
767.608,NaN,NaN,NaN,630.886,NaN,708.907,621.709,555.673,444.147,NaN,440.951,968.605,736.422,714.746,780.056,829.325,703.073,571.275,668.405,530.4,631.465,470.386,568.284,NaN,722.913,684.088,670.296,667.205,NaN,919.713,658.879,564.591,497.986,344.845,356.428,498.276,429.646,627.997,589.282,780.746,NaN,525.646,587.815,967.708,NaN,566.512,762.802,625.431,590.207,792.421,552.671,NaN,453.676,494.734,575.767,665.01,NaN,609.57,623.309,687.008,495.764,NaN,609.303,682.749,788.989,693.382,470.909,NaN,NaN,538.294,600.504,596.9,402.778,443.386,660.838,477.592,417.619,618.49,598.692
767.747,NaN,NaN,NaN,630.967,NaN,709.619,621.881,556.04,444.328,NaN,441.017,968.936,736.548,715.25,780.674,829.622,703.464,571.494,668.587,531.259,631.946,470.656,568.588,NaN,723.433,684.308,670.414,667.413,NaN,919.744,659.09,564.83,498.02,344.863,356.59,498.406,430.07,628.461,589.689,780.837,NaN,525.868,587.94,968.054,NaN,566.682,763.019,625.564,590.49,792.61,552.889,NaN,453.921,494.936,576.307,665.363,NaN,609.956,623.463,687.211,496.088,NaN,609.749,683.039,789.121,693.659,470.988,NaN,NaN,538.692,600.646,597.03,402.898,443.488,660.882,477.734,417.818,618.699,598.744
767.853,NaN,NaN,NaN,631.247,NaN,709.956,622.056,556.232,444.537,NaN,441.135,969.172,736.952,715.531,781.002,829.723,703.629,571.744,668.971,531.586,632.103,470.761,569.028,NaN,723.559,684.427,670.654,667.608,NaN,920.179,659.34,565.402,498.077,345.036,356.662,498.459,430.113,628.657,589.816,781.966,NaN,526.388,588.085,968.858,NaN,566.824,763.353,626.028,590.578,792.753,553.07,NaN,454.151,495.234,576.482,665.551,NaN,610.548,623.551,687.758,496.201,NaN,610.182,683.424,789.467,694.334,471.179,NaN,NaN,538.902,600.772,597.218,403.66,443.545,661.167,477.843,418.067,618.75,599.191
768.076,NaN,NaN,NaN,631.513,NaN,710.364,622.25,556.435,444.725,NaN,441.462,969.883,737.27,716.27,781.121,830.241,704.122,571.984,669.341,531.681,632.307,471.039,569.248,NaN,723.634,684.631,670.892,667.943,NaN,921.602,659.394,565.577,498.548,345.065,356.791,498.795,430.375,629.085,589.997,782.419,NaN,526.626,588.232,969.515,NaN,567.105,763.592,626.811,591.789,793.318,553.193,NaN,454.219,495.38,576.625,665.875,NaN,611.005,623.725,687.971,496.432,NaN,610.619,683.574,789.581,694.642,471.275,NaN,NaN,539.332,600.938,597.547,403.816,443.595,661.743,477.871,418.239,618.81,599.471
768.143,NaN,NaN,NaN,632.594,NaN,711.472,622.316,556.508,444.857,NaN,441.507,970.533,737.389,716.493,781.555,830.877,704.253,572.166,669.593,531.843,632.401,471.285,569.557,NaN,723.735,684.903,671.147,668.034,NaN,922.218,659.83,566.044,498.676,345.247,356.969,498.925,430.739,629.181,590.012,782.779,NaN,526.761,588.55,969.63,NaN,567.564,763.694,626.99,591.957,793.515,553.391,NaN,454.361,495.663,576.794,666.348,NaN,611.276,623.843,688.18,496.561,NaN,610.738,683.837,790.113,694.766,471.375,NaN,NaN,539.755,601.038,597.84,403.881,443.878,662.562,478.055,418.416,619.027,599.758
768.316,NaN,NaN,NaN,632.726,NaN,711.629,622.695,556.815,445.088,NaN,441.683,970.639,737.553,716.738,781.728,831.227,704.366,572.456,669.705,532.032,632.503,471.655,569.802,NaN,724.378,684.993,671.535,668.249,NaN,922.324,660.272,566.294,498.95,345.471,357.04,499.17,430.936,629.509,590.269,782.941,NaN,526.974,588.686,969.771,NaN,567.768,764.149,627.096,592.237,793.684,553.663,NaN,454.541,495.97,577.217,666.645,NaN,611.59,624.047,688.709,496.762,NaN,611.013,684.106,790.425,694.931,471.615,NaN,NaN,539.868,601.118,598.439,403.926,443.935,662.787,478.168,418.481,619.106,599.821
768.431,NaN,NaN,NaN,632.93,NaN,711.866,622.809,557.308,445.306,NaN,441.781,970.883,737.994,716.959,782.018,831.371,705.183,572.565,670.103,532.17,632.584,471.785,569.944,NaN,724.497,684.993,671.694,668.495,NaN,922.453,660.844,566.32,499.065,345.785,357.252,499.359,431.117,629.543,590.672,783.087,NaN,527.049,589.01,969.842,NaN,567.91,764.277,627.448,592.317,793.927,553.911,NaN,454.7,496.394,577.395,666.857,NaN,611.916,624.319,688.802,496.918,NaN,611.304,684.406,790.633,695.217,471.715,NaN,NaN,539.983,601.489,598.567,404.34,444.205,662.877,478.378,418.833,619.145,599.864
768.877,NaN,NaN,NaN,633.069,NaN,712.322,622.977,557.629,445.468,NaN,441.969,971.55,738.513,717.164,782.313,831.474,705.357,573.169,670.497,532.359,632.844,472.139,570.168,NaN,725.151,686.06,671.85,668.672,NaN,922.614,661.246,566.607,499.669,345.808,357.285,499.799,431.175,629.621,591.009,783.287,NaN,527.275,589.14,970.398,NaN,568.098,764.839,627.663,592.88,794.261,554.22,NaN,454.853,496.594,577.526,666.979,NaN,612.246,624.567,688.997,497.092,NaN,611.694,684.577,791.274,695.6,471.914,NaN,NaN,540.043,601.708,598.596,404.449,444.576,663.173,478.687,418.883,619.389,600.066
769.237,NaN,NaN,NaN,633.198,NaN,712.572,623.099,557.751,445.687,NaN,442.223,971.801,738.673,717.512,782.843,831.747,705.571,573.246,670.657,532.845,633.029,472.277,570.786,NaN,725.508,686.597,672.324,668.835,NaN,922.814,661.536,566.702,499.814,346.156,357.562,500.124,431.383,629.704,591.144,783.615,NaN,527.703,589.328,970.943,NaN,568.194,765.473,627.828,593.03,794.575,554.362,NaN,455.217,496.739,577.844,666.979,NaN,612.317,625.059,689.362,497.231,NaN,611.852,684.974,791.427,695.768,472.044,NaN,NaN,540.303,602.375,598.688,404.741,444.757,663.219,479.058,419.019,619.912,600.086
769.525,NaN,NaN,NaN,633.345,NaN,712.827,623.296,557.846,445.926,NaN,442.355,972.019,738.857,717.738,783.126,832.118,705.942,573.363,670.804,532.993,633.199,472.455,570.886,NaN,726.242,686.791,672.77,669.013,NaN,922.91,662.185,566.776,499.91,346.239,357.612,500.542,431.483,629.768,591.286,784.167,NaN,528.509,589.415,971.66,NaN,568.424,765.773,628.78,593.32,795.11,554.585,NaN,455.323,496.915,578.16,667.421,NaN,613.099,625.27,689.696,497.397,NaN,612.229,685.242,791.493,696.132,472.145,NaN,NaN,540.335,602.626,598.766,404.787,444.905,663.455,479.078,419.089,620.037,600.349
769.756,NaN,NaN,NaN,633.75,NaN,713.067,623.429,557.962,446.116,NaN,442.491,972.319,738.961,718.502,783.724,832.473,706.314,573.59,671.225,532.993,633.38,472.735,571.04,NaN,726.602,686.862,672.843,669.207,NaN,923.822,662.227,566.843,499.998,346.259,357.998,500.701,431.503,629.883,591.536,784.435,NaN,528.609,589.711,971.872,NaN,568.749,766.019,628.912,594.137,795.251,554.767,NaN,455.484,497.232,578.65,667.781,NaN,613.767,625.889,689.84,497.845,NaN,612.335,685.413,791.804,696.503,472.519,NaN,NaN,540.633,602.674,598.916,404.93,445.14,664.052,479.144,419.484,620.181,600.459
770.664,NaN,NaN,NaN,633.889,NaN,713.202,623.568,558.289,446.249,NaN,442.659,972.422,739.224,718.723,784.131,832.822,706.436,573.885,671.388,533.649,633.556,472.862,571.237,NaN,726.835,687.524,672.98,669.379,NaN,923.903,662.423,567.685,500.329,346.521,358.1,500.766,431.915,630.287,591.629,784.631,NaN,528.857,589.831,972.328,NaN,568.914,766.187,629.096,594.329,795.38,554.858,NaN,455.569,497.483,578.769,668.313,NaN,614.03,626.144,690.448,497.983,NaN,612.742,685.575,791.928,696.879,472.674,NaN,NaN,540.661,602.732,599.047,405.014,445.219,664.102,479.674,419.826,620.585,601.001
770.85,NaN,NaN,NaN,634.66,NaN,714.164,623.713,558.693,446.589,NaN,442.892,972.535,739.457,719.108,784.361,833.022,707.236,573.992,671.655,533.773,633.969,473.079,571.737,NaN,726.957,688.234,673.62,669.895,NaN,924.673,662.477,567.756,500.458,346.592,358.208,501.052,432.177,630.596,592.223,784.667,NaN,528.981,590.115,972.748,NaN,569.184,766.493,629.381,594.537,795.864,554.921,NaN,455.666,497.77,578.921,668.809,NaN,614.399,626.236,690.539,498.118,NaN,613.07,686.225,792.03,697.223,472.753,NaN,NaN,540.697,602.832,599.345,405.064,445.484,664.146,479.805,419.889,621.089,601.185
771.203,NaN,NaN,NaN,634.72,NaN,714.367,623.896,558.927,446.703,NaN,443.082,972.738,739.775,719.164,784.894,833.17,707.481,573.992,672.156,533.946,634.307,473.275,572.052,NaN,727.221,688.645,673.802,669.985,NaN,925.471,662.949,567.958,500.59,346.934,358.364,501.188,432.71,630.906,592.358,785.082,NaN,529.105,590.497,973.405,NaN,569.366,767.059,629.735,595.001,796.12,555.011,NaN,455.886,497.85,579.157,669.087,NaN,614.542,626.516,690.962,498.224,NaN,613.426,686.599,792.829,697.387,473.011,NaN,NaN,540.914,602.971,599.446,405.095,445.588,664.394,479.947,419.99,621.206,601.272
771.318,NaN,NaN,NaN,635.149,NaN,714.567,624.199,559.296,446.884,NaN,443.154,973.441,740.01,719.509,785.021,833.686,707.874,574.182,672.509,534.126,634.663,473.344,572.319,NaN,727.847,689.283,674.233,670.22,NaN,926.53,663.047,568.357,501.141,347.269,358.927,501.219,432.801,631.273,592.502,785.725,NaN,529.567,590.586,974.044,NaN,569.503,767.315,630.135,595.501,796.247,555.32,NaN,456.001,498.082,579.304,669.239,NaN,614.696,626.82,691.076,498.353,NaN,613.685,686.852,792.986,697.5,473.537,NaN,NaN,541.002,603.507,599.501,405.322,445.7,664.509,480.211,420.275,621.458,601.573
771.68,NaN,NaN,NaN,635.297,NaN,714.922,624.523,559.608,447.079,NaN,443.276,973.821,740.488,719.868,785.234,833.946,708.001,574.507,672.709,534.216,634.97,473.559,572.407,NaN,728.03,689.482,674.526,670.32,NaN,927.126,663.285,568.633,501.367,347.373,359.167,501.35,432.928,631.781,592.692,785.85,NaN,529.695,590.756,974.939,NaN,569.808,767.533,630.267,595.58,796.398,555.508,NaN,456.117,498.278,579.335,669.35,NaN,614.776,627.131,691.428,498.533,NaN,614.054,687.219,793.108,697.715,473.692,NaN,NaN,541.068,604.19,599.747,405.839,445.955,664.627,480.237,420.523,621.778,602.362
771.816,NaN,NaN,NaN,635.818,NaN,715.465,624.714,559.798,447.221,NaN,443.445,974.459,740.592,720.166,785.48,834.149,708.388,574.865,673.075,534.311,635.086,474.031,572.606,NaN,728.273,689.825,674.703,670.737,NaN,927.356,663.413,568.959,501.387,347.695,359.394,501.629,433.078,631.826,592.751,786.236,NaN,529.888,590.876,976.165,NaN,570.104,768.054,630.405,596.032,796.497,555.785,NaN,456.263,498.517,579.422,669.539,NaN,615.033,627.241,692.13,498.73,NaN,614.358,687.364,793.32,697.859,473.761,NaN,NaN,541.321,604.21,599.967,406.009,445.991,664.953,480.309,420.638,621.879,602.485
772.005,NaN,NaN,NaN,636.368,NaN,715.994,624.858,560.226,447.311,NaN,443.588,974.748,740.713,720.3,785.702,834.35,708.616,574.965,673.548,534.436,635.352,474.103,573.249,NaN,728.431,690.316,675.047,671.039,NaN,927.617,663.604,569.013,501.645,347.718,359.956,501.931,433.289,632.594,593.36,786.438,NaN,530.398,591.276,976.414,NaN,570.346,768.108,631.051,596.399,796.741,555.892,NaN,456.375,498.67,579.666,669.828,NaN,615.2,627.271,692.38,498.957,NaN,614.47,687.665,794.291,698.515,473.89,NaN,NaN,541.405,604.442,600.57,406.098,446.473,665.035,480.376,420.848,622.048,602.853
772.266,NaN,NaN,NaN,636.454,NaN,716.279,625.032,560.58,447.53,NaN,443.684,975.281,740.8,720.865,786.487,834.892,708.93,575.113,673.725,534.642,635.546,474.473,573.582,NaN,728.744,690.88,675.127,671.153,NaN,927.875,663.858,569.056,502.172,347.805,359.978,502.058,433.334,632.73,593.566,787.111,NaN,530.602,591.445,976.704,NaN,570.593,768.174,631.163,596.774,797.087,555.986,NaN,456.7,498.748,580.223,670.428,NaN,615.456,627.435,692.635,499.014,NaN,614.7,687.719,795.146,698.671,474.168,NaN,NaN,541.471,604.937,600.599,406.168,446.824,665.074,480.683,420.988,622.2,603.257
772.494,NaN,NaN,NaN,637.691,NaN,716.859,625.192,560.702,447.673,NaN,443.789,975.542,741.051,721.075,787.17,835.033,709.086,575.52,674.083,534.788,635.751,475.111,573.766,NaN,728.837,691.444,675.291,671.361,NaN,927.892,663.939,569.528,502.27,348.087,360.012,502.243,433.661,633.074,593.624,787.399,NaN,530.742,591.857,976.809,NaN,570.95,768.293,631.55,596.921,797.379,556.095,NaN,456.813,499.005,580.5,671.217,NaN,615.678,627.584,692.949,499.105,NaN,614.918,688.208,795.354,699.076,474.201,NaN,NaN,541.595,605.655,600.648,406.309,447.039,665.98,480.825,421.36,622.703,603.349
773.499,NaN,NaN,NaN,638.088,NaN,717.179,625.598,560.816,448.168,NaN,444.177,976.111,741.194,721.236,787.342,835.245,709.402,575.602,674.859,534.868,636.075,475.628,573.878,NaN,729.178,691.533,675.622,671.775,NaN,928.001,664.014,569.68,502.319,348.141,360.074,502.532,433.867,633.197,593.7,787.818,NaN,530.936,592.084,976.958,NaN,571.15,769.328,631.916,597.624,797.738,556.226,NaN,457.027,499.266,580.652,672.311,NaN,616.1,627.666,693.421,499.254,NaN,615.095,688.507,795.618,699.376,474.68,NaN,NaN,541.664,606.129,600.847,406.459,447.323,666.109,481.02,421.466,623.277,603.429
774.217,NaN,NaN,NaN,638.411,NaN,717.719,625.954,561.021,448.331,NaN,444.326,976.207,741.337,721.846,787.876,835.34,709.634,575.908,674.951,535.248,636.326,475.875,574.185,NaN,729.804,691.806,676.2,672.025,NaN,928.872,664.765,569.953,502.467,348.165,360.237,502.879,433.965,633.239,593.721,788.208,NaN,531.043,592.292,977.127,NaN,571.567,769.803,632.004,597.801,797.892,556.739,NaN,457.149,499.662,581.084,672.427,NaN,616.364,627.981,693.655,499.342,NaN,615.374,688.82,795.94,699.705,474.992,NaN,NaN,541.916,606.247,601.09,406.488,447.381,666.237,481.314,421.543,623.445,603.568
