U2
906.94
908.205
908.586
909.506
910.433
911.011
912.146
912.294
912.586
913.192
920.251
920.9
921.919
923.858
926.565
927.603
928.113
929.197
930.144
930.41
931.354
933.074
933.525
934.526
935.054
936.529
937.305
938.793
939.057
939.371
941.29
942.15
942.798
942.91
943.869
944.645
945.153
945.509
945.829
947.04
947.732
948.167
949.768
950.168
952.823
954.969
955.471
956.206
956.548
956.849
957.98
958.517
958.864
959.591
959.843
960.033
960.349
960.736
962.688
964.006
964.556
965.368
965.761
966.82
967.322
967.676
967.775
967.945
969.132
969.768
972.025
972.195
976.701
977.46
977.77
978.586
979.196
979.52
981.576
982.28
983.359
984.063
985.672
986.271
986.613
988.202
993.189
993.889
995.094
999.337
999.64
