U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
814.773,NaN,656.95,664.141,699.796,620.875,851.934,703.997,618.541,549.685,730.477,587.393,925.53,769.087,714.669,735.515,766.172,700.952,663.522,739.123,625.64,561.023,604.107,621.857,582.705,737.18,685.795,600.027,679.4,695.466,854.645,740.49,775.768,612.616,570.509,589.277,686.962,646.193,844.08,750.181,805.69,669.133,555.951,610.07,909.449,661.353,633.159,755.473,679.578,691.422,805.41,676.678,770.3,627.443,588.413,572.097,648.357,641.731,700.374,712.411,710.646,623.809,674.753,646.325,627.999,728.876,752.469,630.375,763.024,558.32,686.468,806.086,730.11,569.413,628.338,752.741,670.283,606.26,813.863,788.425
814.985,NaN,657.992,665.71,701.212,621.138,857.515,705.711,618.942,553.062,732.058,588.555,927.471,769.411,716.942,735.819,766.623,701.749,663.912,740.561,626.251,561.742,604.732,622.285,583.88,737.634,686.044,601.067,680.975,696.17,855.1,741.254,778.536,613.794,571.354,594.069,688.941,647.368,844.609,752.28,805.928,669.383,557.187,612.008,911.813,661.563,633.507,757.025,680.153,693.136,805.787,677.152,772.071,627.988,588.704,573.054,648.842,642.207,701.136,712.974,711.362,624.814,675.427,648.347,628.152,729.859,754.791,632.487,763.623,559.37,686.966,807.03,730.375,569.576,628.518,755.975,670.568,606.823,816.089,789.385
815.089,NaN,658.446,665.852,702.672,622.296,861.434,709.564,619.61,554.13,733.721,589.435,930.585,770.687,717.723,736.212,767.343,702.498,666.247,740.703,627.008,562.782,605.556,623.677,585.934,739.165,686.581,601.656,682.73,696.827,855.531,743.585,780.417,614.916,572.642,594.205,690,648.416,847.814,752.94,806.662,672.872,558.658,613.169,912.147,663.053,634.245,758.494,680.614,694.459,806.157,677.479,774.257,628.245,588.918,573.205,649.804,642.54,703.718,712.974,713.804,625.519,676.514,648.833,628.616,731.406,754.94,632.811,765.358,559.545,687.329,808.146,730.479,570.375,629.055,755.975,670.616,607.443,818.29,790.143
815.924,NaN,659.384,666.399,703.24,622.54,861.916,710.377,620.546,555.507,736.601,590.548,930.959,772.46,719.852,737.599,769.065,704.237,666.443,741.217,628.163,563.24,605.677,623.796,587.44,740.452,686.846,601.84,685.142,698.8,856.1,744.632,784.209,615.864,573.462,594.79,690.081,649.382,849.103,754.705,806.82,673.917,559.533,614.168,913.94,664.405,636.319,758.647,680.78,695.789,808.329,677.755,775.793,628.97,590.13,574.731,650.322,643.333,705.462,713.29,714.371,627.507,677.16,650.713,628.965,733.188,755.75,633.838,766.809,559.812,688.937,808.659,732.743,570.933,630.529,759.874,670.942,609.09,821.052,791.011
817.201,NaN,660.286,666.82,704.044,622.902,863.769,711.283,620.835,556.579,737.133,590.871,931.206,775.421,720.179,737.964,770.724,705.167,667.296,741.989,628.404,564.079,605.964,625.419,589.382,740.683,689.314,601.948,687.956,700.949,856.87,746.287,785.694,616.291,573.887,596.146,693.37,651.175,850.827,758.867,807.597,674.267,561.113,615.308,915.483,666.367,637.164,760.192,682.64,698.841,808.763,678.164,778.092,629.486,590.512,576.624,651.076,644.529,708.119,717.058,716.176,627.955,677.551,651.663,631.873,734.58,757.555,634.455,767.408,561.121,690.001,808.846,735.808,571.658,630.681,759.977,671.835,609.139,825.617,792
817.403,NaN,662.355,667.553,704.457,623.192,864.875,712.839,623.684,557.921,738.448,595.213,931.734,775.614,721.058,738.179,772.39,705.926,667.416,742.211,628.742,565.388,607.236,625.567,595.808,741.594,690.864,602.457,688.392,702.436,859.48,747.011,790.624,616.466,574.583,598.075,693.621,651.618,852.327,760.941,808.125,674.738,563.861,616.182,917.961,666.991,638.316,760.92,683.036,699.031,808.946,679.787,779.249,630.215,591.686,578.043,651.235,645.142,708.506,718.624,716.845,628.216,678.081,652.01,633.264,737.623,759.715,634.863,768.061,564.757,691.596,809.062,736.294,572.753,631.123,760.116,672.035,610.436,828.829,794.518
817.81,NaN,663.419,669.52,705.114,623.693,868.107,714.462,624.01,558.319,740.338,595.592,936.72,779.746,722.454,739.271,775.18,706.428,668.11,744.723,628.848,566.169,607.566,626.285,597.284,742.931,691.515,602.618,695.184,702.902,862.024,748.237,794.724,618.145,575.822,598.412,696.934,651.97,852.993,761.511,808.648,674.987,564.768,618.853,918.499,667.622,641.213,761.061,683.381,700.869,809.736,679.996,780.41,632.22,592.025,578.653,652.7,645.408,710.888,719.803,718.132,630.296,679.371,653.987,634.46,737.841,762.105,636.58,770.399,565.101,691.643,810.331,738.28,573.268,631.32,760.907,672.946,610.659,829.201,794.533
819.753,NaN,663.856,670.129,705.63,623.802,869.55,714.724,624.583,558.935,742.157,595.807,938.428,780.424,724.885,739.674,775.781,707.224,668.856,745.425,629.454,566.711,607.752,627.669,597.698,744.713,692.057,603.068,695.331,703.067,862.774,748.804,801.015,618.199,577.29,599.246,698.994,653.584,854.636,762.699,810.313,677.247,565.794,619.252,920.615,667.927,643.237,761.401,683.889,702.331,810.158,681.19,781.782,633.054,592.17,579.303,653.466,645.786,711.201,720.087,718.841,630.466,679.75,654.277,634.819,740.754,763.181,638.576,770.999,565.801,692.838,810.997,740.361,573.554,631.464,764.882,673.955,612.285,830.812,794.841
821.646,NaN,665.345,673.213,708.326,626.427,871.261,715.36,624.902,559.314,742.762,596.966,939.552,781.272,726.249,740.184,777.87,707.732,669.729,747.481,629.675,567.618,608.102,628.507,598.871,744.896,692.294,603.287,695.667,703.305,863.049,749.079,802.057,619.022,577.696,604.044,699.502,654.779,854.882,764.29,812.046,679.76,566.35,620.051,921.23,668.731,644.675,762.005,687.417,702.829,810.644,681.696,783.221,633.412,593.497,581.505,654.288,646.191,711.911,722.311,720.232,632.005,680.13,654.851,635.254,745.698,764.013,639.461,771.289,566.761,693.369,812.528,742.6,574.743,631.958,765.172,674.022,613.449,831.168,796.534
822.267,NaN,666.77,675.211,708.739,627.618,873.043,716.459,625.506,562.453,744.198,597.879,940.017,782.644,726.953,741.577,779.156,707.863,672.242,753.179,630.988,569.461,608.726,628.832,599.157,745.532,693.055,603.41,697.121,706.396,863.866,750.39,804.132,619.306,579.096,604.29,701.223,655.333,857.923,767.407,813.016,680.237,566.585,621.591,924.471,669.192,645.541,765.483,688.14,708.112,811.788,682.58,785.675,635.92,594.128,581.86,657.788,646.377,712.443,722.639,720.434,633.496,680.607,655.592,636.41,746.365,766.375,639.933,772.007,568.313,695.236,812.806,745.253,576.185,636.63,766.383,675.499,614.011,831.717,797.25
822.577,NaN,668.4,676.362,709.458,628.382,873.215,717.717,626.383,563.805,746.372,600.692,940.914,782.786,727.102,742.602,779.736,709.071,673.505,754.219,632.355,569.607,609.89,631.066,599.337,747.574,695.28,604.164,697.292,708.204,864.805,751.742,805.971,619.515,580.311,605.015,702.115,655.408,858.003,770.546,813.743,680.829,568.493,622.368,924.882,670.189,648.158,768.102,689.164,708.772,814.24,682.894,786.849,636.943,595.401,582.993,659.964,647.219,712.838,722.857,720.914,634.113,680.82,656.472,641.146,746.809,767.272,641.029,772.498,568.428,696.938,812.893,746.158,576.788,637.381,766.995,675.679,614.442,832.318,797.338
823.042,NaN,668.844,676.681,710.215,628.84,873.391,719.089,626.597,564.016,746.949,600.862,941.535,783.238,728.859,743.426,780.924,709.385,673.69,756.779,632.767,569.907,610.336,631.679,600.213,748.278,698.45,604.388,697.893,708.772,865.265,752.732,805.971,620.838,580.841,609.488,703.593,658.621,858.191,771.348,814.819,682.796,570.721,623.671,926.056,675.24,648.97,768.164,691.438,712.637,814.544,683.879,787.082,637.468,596.118,584.444,660.714,647.406,713.186,723.523,721.12,634.367,682.736,657.901,642.906,748.1,768.631,641.593,772.817,569.128,698.906,815.171,746.362,577.645,639.333,770.085,676.091,615.31,832.389,797.429
823.383,NaN,669.406,677.755,711.226,629.508,875.535,720.17,626.744,564.988,747.632,602.419,942.989,785.721,729.673,748.963,781.29,709.53,674.805,757.247,635.795,570.37,611.67,633.94,601.942,749.27,699.793,604.634,704.51,710.126,865.719,754.171,806.389,621.399,582.096,611.574,705.725,659.188,859.643,772.13,817.915,683.778,573.223,623.85,926.449,676.428,650.524,769.328,692.082,713.633,817.737,684.067,787.849,639.337,596.299,586.587,661.654,647.643,715.681,723.742,722.127,634.869,684.318,658.764,645.268,749.122,769.273,642.184,772.967,569.403,698.995,815.813,746.503,579.382,640.395,770.829,676.758,615.464,833.261,798.007
823.79,NaN,669.752,678.163,712.517,630.761,875.872,721.049,628.587,566.158,748.135,603,946.538,786.563,729.874,749.282,782.76,710.467,675.067,758.988,637.189,573.367,611.818,634.831,602.694,749.724,701.338,606.459,704.843,710.671,867.693,754.827,807.041,623.025,582.654,611.885,706.304,659.407,860.439,778.648,819.797,685.485,574.723,624.01,927.778,679.767,652.245,769.802,692.603,713.808,819.21,684.398,788.29,641.972,596.651,587.298,662.965,650.013,718.501,725.588,722.308,635.578,685.501,659.573,645.726,751.617,771.643,642.349,774.528,570.323,702.428,816.473,746.729,579.81,641.17,771.711,679.806,617.393,835.874,798.835
825.107,NaN,671.259,678.796,714.716,630.89,877.171,721.444,631.092,566.899,751.353,603.14,948.05,786.791,730.222,750.015,782.908,711.287,677.146,760.705,637.811,573.764,612.291,636.936,603.302,750.522,703.074,606.725,706.387,712.965,870.176,755.964,810.257,623.196,584.379,611.928,710.477,659.729,862.956,779.23,821.366,690.378,574.921,624.245,928.809,680.724,652.764,774.543,692.877,715.338,820.358,684.984,791.142,641.972,597.254,587.812,663.233,651.121,718.744,726.949,722.71,636.228,685.585,661.362,647.208,753.131,773.276,643.641,775.124,570.742,703.961,816.889,747.129,580.187,642.636,772.617,680.411,618.276,836.684,800.622
826.713,NaN,671.538,679.684,716.414,632.477,879.679,722.365,632.378,569.127,754.12,603.404,948.453,787.328,732.825,751.561,784.162,711.43,678.199,762.048,639.385,575.732,612.632,638.042,603.748,752.453,703.967,607.114,707.724,713.363,871.689,757.891,810.297,623.319,585.772,612.321,710.665,660.117,864.274,779.53,822.952,693.615,575.932,624.409,931.726,680.976,655.694,775.621,693.441,716.013,820.574,687.196,794.175,643.466,597.702,587.953,664.133,651.908,719.06,727.563,723.665,636.896,686.005,661.883,647.634,753.604,774.187,644.848,775.364,573.232,704.358,819.653,747.438,580.568,642.704,773.516,684.391,619.335,841.334,801.193
829.185,NaN,671.821,680.418,717.983,632.751,880.661,724.339,633.583,569.596,755.636,604.045,950.303,787.803,734.629,752.369,785.087,712.269,678.786,763.054,640.931,578.602,612.914,641.477,603.935,755.608,704.649,607.571,709.707,715.844,872.082,760.016,811.039,623.807,586.459,614.598,710.821,661.205,864.298,780.24,823.671,696.453,577.482,624.74,933.075,682.804,655.932,775.845,693.835,716.638,820.776,687.568,797.702,643.673,600.247,588.185,665.362,652.577,719.72,730.662,723.818,637.119,686.688,662.894,648.496,754.403,781.934,646.587,775.815,574.709,705.275,819.764,747.944,580.784,647.463,778.429,684.655,621.5,841.797,801.33
829.569,NaN,673.444,680.648,720.239,634.057,883.127,724.878,635.191,569.791,755.96,604.409,951.244,789.383,735.952,752.587,785.351,713.997,678.898,764.813,641.804,578.94,615.335,642.448,605.287,757.803,710.481,608.076,709.996,716.157,873.426,760.473,815.782,624.698,586.678,615.698,712.549,662.177,867.338,780.807,823.999,697.983,578.282,625.907,934.091,685.492,658.292,776.201,694.577,718.317,822.015,688.683,802.253,643.987,600.989,589.338,665.874,652.665,721.271,733.01,725.304,637.9,687.687,663.676,649.999,758.976,782.157,646.857,776.883,574.889,707.364,820.287,750.061,581.221,649.953,779.289,684.801,622.35,843.623,808.967
830.442,NaN,674.907,681.286,725.143,635.136,883.714,725.687,636.055,570.548,757.993,605.439,952.175,790.919,736.511,753.804,786.788,715.051,679.074,768.483,642.172,581.454,615.603,643.665,607.182,758.847,711.891,609.139,711.418,718.271,874.817,762.117,815.87,625.056,587.711,616.636,714.332,664.744,868.245,781.429,827.284,698.764,578.734,627.977,936.65,686.196,658.585,778.113,694.805,719.245,822.204,693.748,804.705,645.102,601.232,589.584,666.367,654.258,724.424,734.035,725.761,638.309,688.132,664.362,651.953,761.588,789.489,647.082,777.996,575.905,707.827,820.38,751.108,581.773,651.063,782.522,692.592,622.542,844.071,811.665
834.656,NaN,675.073,683.424,727.43,638.516,884.145,726.638,637.08,571.538,765.135,606.452,958.109,791.482,737.142,754.142,787.542,716.144,680.27,769.03,643.195,583.613,616.437,644.406,608.303,762.229,712.026,609.759,713.094,720.415,877.222,762.225,818.165,626.009,587.862,616.769,715.688,666.319,868.67,785.749,828.17,700.576,580.369,629.88,937.445,687.954,662.137,778.719,695.482,720.241,822.971,694.473,807.261,646.539,602.612,593.002,666.854,655.769,724.637,734.745,726.187,639.385,689.335,666.356,653.009,762.469,791.654,647.517,779.062,576.752,708.856,821.59,751.487,582.239,653.904,783.428,695.522,623.186,844.395,812.066
835.237,NaN,675.91,684.21,730.499,646.197,884.501,727.026,637.584,572.581,765.999,606.882,961.032,792.75,739.036,754.617,788.646,716.974,682.383,769.363,644.415,583.835,616.702,646.191,608.538,763.276,714.271,610.456,713.341,721.29,877.337,763.806,818.638,626.511,588.695,618.317,718.879,668.62,869.302,786.833,828.374,701.789,581.034,630.233,937.657,688.626,663.418,779.116,696.314,720.416,823.366,695.042,810.776,648.288,603.397,593.421,667.42,657.287,730.565,735.016,727.109,639.651,691.56,666.845,653.478,770.61,792.899,648.863,781.814,576.92,709.743,822.497,752.004,582.487,655.156,783.557,695.612,623.395,844.629,813.552
835.823,NaN,676.38,684.687,731.075,647.518,886.661,727.825,639.243,572.875,767.199,607.111,961.713,794.529,740.144,758.423,789.001,716.974,684.505,769.848,645.24,584.386,617.04,647.698,610.896,765.143,715.188,610.996,713.704,721.864,878.018,766.044,823.434,626.819,589.02,619.482,722.216,671.394,871.2,788.015,829.342,702.274,583.145,632.162,938.899,692.473,663.87,780.613,700.098,720.975,823.691,695.973,810.871,648.976,604.276,593.899,669.349,659.579,730.866,735.917,728.008,641.206,692.074,667.478,654.33,771.197,793.026,649.359,785.131,577.633,710.725,822.699,753.441,582.708,655.611,784.452,695.812,624.368,845.012,813.878
838.85,NaN,676.787,684.845,731.784,647.703,888.315,728.249,641.144,573.628,769.777,607.956,963.215,794.839,740.606,758.642,789.346,717.873,684.72,771.192,645.692,585.831,617.867,648.575,612.318,765.927,715.35,612.006,713.824,722.395,881.142,767.671,826.13,627.749,589.12,620.248,722.343,671.44,871.443,788.115,829.478,703.595,583.676,632.383,939.371,692.841,665.535,782.166,700.918,720.975,825.778,695.973,812.624,650.052,604.917,596.145,673.261,665.514,731.96,736.121,728.195,641.601,692.804,668.138,654.565,772.642,793.932,650.222,786.265,578.808,712.083,824.696,753.683,583.528,657.137,785.878,696.32,624.531,846.598,814.651
841.253,NaN,677.165,686.598,731.953,648.069,889.515,728.511,642.023,574.397,770.275,608.677,964.333,795.754,741.155,760.191,791.666,721.368,685.081,772.297,646.114,586.365,618.002,648.856,612.914,766.185,717.212,612.827,714.261,723.963,881.918,769.229,826.17,629.43,591.708,621.712,723.576,672.514,872.174,788.421,832.284,705.834,585.225,634.251,941.897,693.047,665.938,783.107,701.056,721.24,826.038,697.706,815.259,650.637,606.51,597.909,674.191,666.349,732.116,738.776,730.915,642.045,693.629,670.631,657.278,776.131,795.178,651.142,788.364,579.505,713.086,828.165,754.794,583.993,658.513,786.791,699.855,624.748,852.051,817.188
841.643,NaN,678.623,689.092,732.584,648.666,891.456,729.831,645.264,574.535,771.03,609.911,964.63,797.677,742.168,760.557,792.423,722.106,685.864,772.625,647.136,586.61,618.672,649.389,613.469,767.752,717.807,613.013,717.637,724.793,882.042,770.254,826.665,629.812,592.607,628.464,723.712,672.879,878.713,790.071,832.447,707.896,585.524,634.699,942.252,697.12,666.771,784.375,702.263,721.582,826.359,698.873,815.977,650.874,606.718,598.191,677.149,666.891,736.201,738.997,732.671,642.226,693.959,671.608,658.352,778.328,797.685,651.379,789.258,580.381,713.262,828.9,754.847,587.117,661.514,787.09,701.833,625.226,853.469,822.303
842.403,NaN,680.644,693.135,734.191,648.928,892.913,730.915,645.77,574.988,771.718,610.255,972.519,798.591,742.388,761.766,792.655,724.018,686.59,773.974,649.452,588.323,619.036,653.54,614.808,770.083,718.797,613.764,721.418,729.589,882.63,771.675,827.427,630.46,592.703,630.518,724,673.176,879.904,790.561,832.894,708.641,586.343,636.024,947.095,697.272,667.608,785.111,702.875,723.039,826.794,699.707,817.362,652.773,608.392,598.413,677.838,668.39,736.818,739.41,733.872,643.128,694.41,671.745,660.73,779.755,802.666,652.633,789.529,581.053,713.598,829.579,755.617,588.734,663.123,787.282,705.396,627.311,854.467,824.591
842.933,NaN,682.06,693.301,735.109,650.295,894.91,731.86,646.007,576.736,771.914,610.809,973.816,803.698,742.59,763.033,794.343,724.268,687.694,773.974,651.173,588.841,619.861,655.384,618.331,771.533,719.611,614.166,724.26,731.971,884.905,771.986,829.642,630.766,593.179,631.035,724.216,673.525,880.731,790.636,835.238,710.69,588.316,636.526,947.76,697.989,667.814,787.861,703.306,723.215,829.909,699.955,818.854,653.836,608.938,600.531,678.688,670.095,737.608,740.562,734.514,644.416,694.569,671.931,661.896,781.282,804.81,653.301,789.726,582.054,714.661,830.041,755.962,589.049,664.658,789.366,706.027,627.763,857.497,827.454
844.621,NaN,683.035,693.829,736.146,651.12,896.511,732.453,646.189,577.618,772.988,611.274,974.447,804.624,743.465,764.351,794.549,725.823,688.193,775.583,652.407,590.233,620.419,655.874,618.975,772.559,720.821,618.63,724.846,731.971,886.086,772.921,830.993,632.523,593.846,632.997,726.788,673.607,881.485,791.46,836.202,711.809,588.977,637.739,949.427,698.651,668.844,788.197,703.772,725.116,831.838,702.645,819.314,654.267,609.717,600.775,681.137,670.497,740.019,741.393,737.031,647.042,695.163,674.02,663.305,782.65,804.971,653.527,789.948,582.213,716.111,830.359,756.47,589.186,665.308,789.925,708.661,629.441,858.338,827.584
844.969,NaN,684.976,694.096,738.494,654.826,897.267,733.163,647.067,578.807,773.54,611.746,974.73,804.976,745.834,765.126,794.778,728.906,690.213,776.029,653.857,594.772,620.67,656.898,619.49,774.504,721.281,619.546,726.825,732.705,887.628,776.524,831.128,633.812,597.089,633.078,727.489,677.397,881.693,794.3,838.541,712.171,589.219,637.897,951.463,698.95,669.298,788.791,705.554,725.232,837.104,703.418,819.922,655.923,610.452,601.571,682.642,670.786,740.547,743.754,739.758,649.145,695.875,675.336,666.56,784.356,805.951,656.251,790.566,584.654,716.449,831.633,756.777,589.866,666.647,791.621,710.002,629.854,859.033,827.687
845.931,NaN,685.401,695.042,739.369,655.231,897.455,734.283,647.508,579.594,774.674,612.908,977.778,808.966,746.382,765.515,796.12,729.102,690.623,776.476,659.466,594.945,621.06,657.131,621.21,776.541,727.956,620.051,727.227,733.375,888.878,778.765,835.462,634.369,597.737,634.455,729.501,678.031,883.916,794.516,839.603,713.485,590.285,638.635,951.755,700.349,669.529,789.485,707.878,725.528,837.622,703.663,820.384,656.414,610.673,602.664,683.871,672.938,741.935,745.171,740.263,650.483,696.306,675.757,667.313,785.117,807.127,656.803,792.665,585.165,717.702,833.272,758.563,589.929,669.033,791.683,710.075,630.711,862.962,828.082
847.354,NaN,685.858,695.97,739.631,655.621,899.247,735.913,648.159,580.522,776.51,614.511,982.861,810.074,748.47,765.694,797.577,729.895,691.007,778.627,659.62,596.021,621.703,658.195,621.718,778.425,728.718,623.673,727.895,733.897,893.263,781.204,837.431,635.317,598.265,635.723,730.373,678.217,884.122,795.147,840.406,714.545,591.758,638.95,952.039,702.288,670.695,791.502,708.187,726.195,837.973,705.208,820.846,657.316,611.874,605.038,684.056,673.076,742.256,746.623,741.328,651.595,697.206,675.916,673.254,785.35,808.133,658.916,793.987,586.202,721.374,833.869,759.722,590.772,669.236,791.744,711.544,631.578,863.458,829.507
847.748,NaN,689.163,696.748,740.508,656.199,899.991,736.155,648.888,581.052,782.174,615.532,983.228,813.529,749.928,766.987,798.271,731.039,691.818,779.991,659.722,596.984,622.37,658.821,623.727,783.301,730.054,624.608,730.605,736.205,893.862,781.382,837.561,635.39,599.686,636.609,732.253,679.283,885.641,796.811,841.625,714.808,592.132,639.628,952.697,703.125,671.139,791.726,708.955,728.489,837.973,707.538,821.988,658.189,612.813,605.228,684.6,674.586,742.709,750.136,742.624,652.408,698.848,676.174,675.014,785.481,808.296,662.223,796.264,587.818,722.217,834.373,760.822,592.217,669.593,793.188,713.087,632.391,864.277,830.126
848.27,NaN,690.527,699.268,743.475,657.689,901.957,738.003,649.699,582.494,783.056,616.349,983.413,814.638,750.646,767.155,798.798,731.623,692.026,780.167,661.322,597.488,623.003,659.248,624.679,783.555,730.244,625.234,731.416,738.464,894.022,784.233,837.668,636.768,600.488,638.953,733.589,679.824,885.856,798.834,842.404,715.18,592.412,640.26,954.886,704.576,674.654,793.304,710.344,732.2,838.472,707.942,822.218,660.563,615.147,608.156,685.689,674.897,743.154,751.691,743.504,653.86,699.173,677.376,675.74,786.756,808.655,662.439,796.79,588.505,723.579,834.754,763.457,592.924,671.024,793.251,715.744,635.21,869.286,830.706
849.331,NaN,691.661,699.954,743.617,658.487,904.429,740.443,649.995,583.607,783.481,616.574,986.002,815.163,751.203,769.582,802.205,731.886,693.295,780.712,661.784,597.92,623.84,661.209,626.488,784.504,731.45,625.373,731.581,739.438,894.23,786.16,837.737,637.718,600.787,641.551,734.202,680.44,886.163,800.041,842.75,717.773,593.632,641.315,956.552,705.871,677.282,796.108,710.672,732.702,838.754,708.154,822.482,660.841,615.305,610.129,686.072,676.112,744.125,752.717,744.645,654.707,700.024,679.777,676.185,787.63,809.856,666.861,797.196,589.093,724.001,834.906,764.34,596.055,672.066,793.418,718.142,636.029,870.8,833.251
850.35,NaN,694.229,700.533,743.762,659.251,906.181,740.676,651.109,583.872,784.336,617.53,989.593,816.518,753.668,772.462,802.973,732.972,695.259,781.15,662.37,598.308,624.324,661.848,626.705,785.828,732.594,625.892,732.967,740.479,894.286,786.777,839.585,642.842,600.986,643.34,735.405,681.144,886.611,800.872,842.933,718.83,593.918,641.758,957.184,706.814,677.885,796.833,710.828,733.695,839.893,708.708,822.908,663.196,615.418,610.924,686.392,676.414,744.998,758.444,745.751,655.924,700.311,681.343,680.304,788.271,813.001,667.304,797.882,589.227,725.43,835.133,765.499,596.408,672.212,794.296,718.196,637.209,871.242,833.526
855.619,NaN,703.738,703.332,744.205,660.998,908.458,742.244,653.39,584.023,784.744,618.529,992.309,817.352,754.481,772.818,802.973,732.972,696.288,788.11,663.646,598.708,625.395,664.347,628.165,786.314,733.83,626.341,733.162,744.173,894.982,788.857,841.177,644.719,602.285,643.64,736.287,681.626,887.037,803.947,843.439,719.525,594.867,642.162,957.88,708.461,678.532,797.544,711.269,733.844,840.114,709.505,824.783,663.531,615.745,611.191,687.533,677.156,745.225,759.733,747.311,657.087,702.088,682.741,680.577,788.987,813.312,667.76,799.098,589.433,729.507,836.271,766.001,596.969,673.734,795.115,722.131,637.744,872.082,835.893
856.624,NaN,703.971,705.171,744.706,661.212,911.028,744.402,653.727,585.145,785.619,620.045,992.514,818.126,754.909,774.542,803.252,735.654,696.971,789.084,664.719,600.076,625.906,665.477,628.733,787.559,736.248,626.444,733.859,745.483,896.267,789.099,843.277,644.96,603.086,644.893,737.3,683.128,888.009,805.643,843.789,720.702,596.308,643.326,958.863,709.022,679.183,797.707,713.056,734.522,840.254,709.895,824.996,663.876,619.669,612.418,688.193,678.075,745.674,760.328,750.378,659.744,703.765,686.097,683.038,790.113,815.235,669.051,799.401,593.903,732.157,837.159,766.273,597.825,674.025,795.724,723.831,639.829,875.782,838.167
860.33,NaN,703.971,706.375,749.248,661.482,911.991,744.579,654.329,585.669,785.849,620.43,994.116,819.348,756.107,774.812,804.387,735.986,696.971,789.988,670.207,600.248,626.276,666.171,629.025,788.088,740.636,627.975,734.19,745.678,898.734,793.905,845.381,646.455,605.472,647.514,738.503,683.275,890.704,806.883,844.97,721.543,596.658,643.5,959.626,709.149,680.104,801.863,714.175,736.355,840.748,712.79,827.028,664.767,619.865,613.738,688.923,679.102,748.354,761.409,751.479,660.645,704.969,687.354,685.238,790.632,817.923,669.36,800.189,594.466,733.051,838.312,769.162,598.568,676.597,797.747,724.167,640.945,876.644,838.618
861.522,NaN,705,708.701,750.231,661.855,913.442,745.525,654.816,587.385,787.168,620.686,994.555,820.097,758.221,775.031,805.087,737.066,698.025,791.485,672.288,600.514,627.435,666.432,630.528,788.854,741.318,628.398,735.125,749.263,900.707,795.141,846.219,646.971,606.108,648.161,739.38,686.051,891.744,808.641,846.554,722.448,597.79,643.899,964.444,710.919,680.932,802.718,714.346,738.598,841.858,713.57,827.197,665.699,621.116,613.943,689.562,683.518,749.83,763.11,751.947,662.23,705.417,687.502,686.224,791.49,819.446,669.53,800.416,595.652,733.849,838.39,771.191,598.611,678.096,802.593,724.652,641.118,877.991,840.765
861.789,NaN,706.456,709.504,750.548,663.649,914.901,746.647,657.277,587.816,790.727,620.868,996.373,821.449,762.042,775.762,805.562,737.523,698.754,791.937,673.777,600.891,627.803,667.544,631.131,790.315,743.554,629.058,737.189,750.127,903.689,799.493,847.252,646.971,607.917,649.359,739.444,686.93,893.775,810.664,848.656,723.603,599.05,644.005,965.239,711.499,681.837,803.062,714.881,738.692,843.663,713.837,828.361,666.284,622.62,616.023,690.402,684.344,750.268,764.359,753.989,663.146,707.204,688.142,687.363,791.927,819.788,669.921,802.678,596.151,734.62,839.099,772.082,600.562,678.887,803.088,724.71,641.876,878.267,841.117
862.793,NaN,707.71,710.435,753.459,664.136,917.429,747.877,657.668,588.708,791.324,622.534,996.671,822.618,762.187,776.067,806.089,737.828,699.046,794.714,675.33,601.556,628.26,668.097,633.942,792.85,745.697,629.487,738.184,751.122,904.736,801.209,848.453,647.427,610.613,649.885,739.643,689.665,896.286,812.14,851.579,723.818,599.868,646.768,966.818,711.687,682.555,803.241,718.202,740.271,844.568,714.998,834.058,666.877,622.836,617.565,691.18,685.494,752.306,765.076,755.411,663.718,707.38,688.673,689.351,792.828,822.631,672.437,803.978,596.426,735.349,843.331,772.589,600.693,680.59,806.411,724.749,642.543,879.712,842.853
863.012,NaN,709.294,712.593,754.624,664.616,917.84,748.1,658.074,589.43,792.388,625.824,997.097,822.953,763.388,778.238,807.892,738.19,699.258,798,675.702,602.612,631.857,669.024,636.542,793.266,746.401,630.233,739.818,751.814,905.747,801.772,850.915,649.563,611.371,649.987,740.358,691.156,897.667,814.293,852.435,724.695,600.584,646.984,967.708,712.987,683.088,804.498,721.323,741.146,845.768,717.544,836.712,667.773,623.259,620.044,692.529,686.234,753.122,769.031,755.831,665.055,708.271,691.169,690.387,795.617,823.047,672.654,804.655,598.615,736.221,844.168,774.192,601.865,685.107,809.771,724.863,643.297,880.753,843.406
864.044,NaN,709.858,713.077,755.585,665.518,918.175,749.261,658.219,591.175,794.141,627.652,NaN,823.446,764.885,779.542,808.945,740.167,699.945,798.299,678.641,603.298,632.936,670.665,637.059,795.745,747.75,631.936,739.954,755.472,907.252,803.454,851.413,652.406,612.297,650.381,740.863,691.184,898.16,814.649,853.129,726.014,601.84,652.235,969.84,713.49,686.79,805.501,721.518,741.563,846.684,717.875,837.374,668.464,625.866,622.031,693.356,688.901,757.237,770.585,756.03,667.058,709.568,692.757,692.329,795.939,823.97,672.962,808.382,601.143,736.897,845.13,774.262,602.176,687.491,812.353,725.232,643.476,883.343,844.499
